,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
86,"That That (prod. & feat. SUGA of BTS)",PSY,1292023,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
87,Infinity,"Jaymes Young",1283916,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
88,"Thousand Miles","The Kid LAROI",1264656,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
89,SUPERMODEL,Måneskin,1251926,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
90,"Worldwide Steppers","Kendrick Lamar",1249263,https://open.spotify.com/track/5p56JT5F9a1z9pwXnqTg7d
91,505,"Arctic Monkeys",1245742,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
92,"Save Your Tears","The Weeknd",1243583,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
93,"deja vu","Olivia Rodrigo",1237103,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
94,Yonaguni,"Bad Bunny",1233795,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
95,"No Role Modelz","J. Cole",1220664,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
96,Bones,"Imagine Dragons",1216798,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
97,"Purple Hearts","Kendrick Lamar",1202961,https://open.spotify.com/track/401160izncPtca3CmX3dvM
98,"Angel Baby","Troye Sivan",1195824,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
99,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1195801,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
100,"Happier Than Ever","Billie Eilish",1169054,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
101,"Without Me",Eminem,1144844,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
102,"MONTERO (Call Me By Your Name)","Lil Nas X",1136035,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
103,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1127446,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
104,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1096854,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
105,"PUFFIN ON ZOOTIEZ",Future,1091034,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
106,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1080041,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
107,"she's all i wanna be","Tate McRae",1076954,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
108,"You Proof","Morgan Wallen",1072866,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
109,Beggin',Måneskin,1070338,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
110,Pantysito,Alejo,1060030,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
111,"Where Did You Go? (feat. MNEK)","Jax Jones",1058844,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
112,"Beautiful Girl",Luciano,1057987,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
113,"Do It To It",ACRAZE,1052391,https://open.spotify.com/track/20on25jryn53hWghthWWW3
114,"Don't Start Now","Dua Lipa",1051708,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
115,"Adore You","Harry Styles",1051645,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
116,Believer,"Imagine Dragons",1049837,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
117,"lovely (with Khalid)","Billie Eilish",1049429,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
118,"TUS LÁGRIMAS",Mora,1046686,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
119,"The Real Slim Shady",Eminem,1042022,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
120,Softcore,"The Neighbourhood",1037984,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
121,"One Right Now (with The Weeknd)","Post Malone",1032324,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
122,Yellow,Coldplay,1032188,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
123,"When You're Gone","Shawn Mendes",1020616,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
124,Payphone,"Maroon 5",1012736,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
125,Pasoori,"Shae Gill",1005968,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
126,Sunroof,"Nicky Youre",1004296,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
127,"Someone You Loved","Lewis Capaldi",1001363,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
128,Butter,BTS,984103,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
129,DÁKITI,"Bad Bunny",983416,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
130,"Mr. Morale","Kendrick Lamar",982415,https://open.spotify.com/track/7zvfDihYiJ8RQ1nRcpKBF5
131,"Counting Stars",OneRepublic,981334,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
132,"Blank Space","Taylor Swift",975010,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
133,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",972575,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
134,"LOVE DIVE",IVE,967344,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
135,Unstoppable,Sia,958197,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
136,"Cool for the Summer","Demi Lovato",957553,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
137,"Tacones Rojos","Sebastian Yatra",954298,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
138,"Sweetest Pie","Megan Thee Stallion",953333,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
139,"Stefania (Kalush Orchestra)",KALUSH,949987,https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq
140,"Honest (feat. Don Toliver)","Justin Bieber",949049,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
141,"Todo De Ti","Rauw Alejandro",944634,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
142,Dynamite,BTS,944018,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
143,Medallo,Blessd,938280,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
144,"Bohemian Rhapsody - Remastered 2011",Queen,937623,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
145,"10 Things I Hate About You","Leah Kate",936524,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
146,"Die For You","The Weeknd",936083,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
147,"Don’t Blame Me","Taylor Swift",933479,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
148,ZOOM,Jessi,932340,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
149,"After Dark",Mr.Kitty,929617,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
150,"Plan A","Paulo Londra",928612,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
151,"Dark Red","Steve Lacy",924937,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
152,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,922807,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
153,"Smells Like Teen Spirit - Remastered",Nirvana,919922,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
154,FEARLESS,"LE SSERAFIM",913081,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
155,"Si Quieren Frontear",Duki,907207,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
156,Falling,"Harry Styles",906303,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
157,Iris,"The Goo Goo Dolls",905910,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
158,"Shape of You","Ed Sheeran",904703,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
159,"love nwantiti (ah ah ah)",CKay,903446,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
160,Riptide,"Vance Joy",901646,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
161,"Churchill Downs (feat. Drake)","Jack Harlow",897422,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
162,"Demasiadas Mujeres","C. Tangana",897061,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
163,"The Nights",Avicii,893389,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
164,"Locked out of Heaven","Bruno Mars",893146,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
165,"Mr. Brightside","The Killers",886943,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
166,"Rich - Interlude","Kendrick Lamar",883931,https://open.spotify.com/track/2Az5ykbQiZtFWtACCMvWlP
167,"You Right","Doja Cat",883371,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
168,"One Dance",Drake,878902,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
169,"With you",Jimin,878585,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
170,Heather,"Conan Gray",877576,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
171,"Daddy Issues","The Neighbourhood",872460,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
172,Circles,"Post Malone",870575,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
173,"Gangsta's Paradise",Coolio,869105,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
174,Toxic,BoyWithUke,867717,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
175,happier,"Olivia Rodrigo",867477,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
176,Golden,"Harry Styles",866084,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
177,"'Till I Collapse",Eminem,856214,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
178,Revenge,XXXTENTACION,855235,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
179,"Crazy What Love Can Do","David Guetta",854627,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
180,"Mon Amour - Remix",zzoilo,850089,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
181,Crown,"Kendrick Lamar",847938,https://open.spotify.com/track/2IwbW2jd0Ncv99Aroe77Ru
182,Perfect,"Ed Sheeran",847023,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
183,Lost,"Frank Ocean",842787,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
184,"Wake Me Up",Avicii,841947,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
185,SloMo,Chanel,840470,https://open.spotify.com/track/3XREkzDHsWdBL5tybyCDBH
186,"jealousy, jealousy","Olivia Rodrigo",838464,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
187,"Take Me To Church",Hozier,838058,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
188,"A Tu Merced","Bad Bunny",837080,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
189,"Money Trees","Kendrick Lamar",837032,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
190,"There's Nothing Holdin' Me Back","Shawn Mendes",835908,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
191,"Leave The Door Open","Bruno Mars",834623,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
192,Flowers,"Lauren Spencer-Smith",834554,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
193,"Still D.R.E.","Dr. Dre",834207,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
194,Stan,Eminem,831631,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
195,Freaks,"Surf Curse",828530,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
196,"favorite crime","Olivia Rodrigo",828214,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
197,"San Lucas","Kevin Kaarl",828041,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
198,Señorita,"Shawn Mendes",820652,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
199,Starboy,"The Weeknd",818511,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
200,"In My Head","Lil Tjay",811118,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
