,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
54,"THATS WHAT I WANT","Lil Nas X",1646088,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
55,"Wait a Minute!",WILLOW,1628787,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
56,"Another Love","Tom Odell",1617346,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
57,"X ÚLTIMA VEZ","Daddy Yankee",1609313,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
58,Pepas,Farruko,1601342,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
59,Jordan,"Ryan Castro",1597487,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
60,Dandelions,"Ruth B.",1593636,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
61,"Watermelon Sugar","Harry Styles",1587762,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
62,Savior,"Kendrick Lamar",1581801,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
63,"Enséñame a Bailar","Bad Bunny",1575210,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
64,"Fuera del mercado","Danny Ocean",1557551,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
65,"Until I Found You","Stephen Sanchez",1544136,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
66,"Blinding Lights","The Weeknd",1543746,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
67,"Sweater Weather","The Neighbourhood",1520611,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
68,"We Cry Together","Kendrick Lamar",1513763,https://open.spotify.com/track/0RAvy97QRPzO2AfK5Dw6j3
69,"El Apagón","Bad Bunny",1487451,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
70,"My Universe",Coldplay,1455266,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
71,"Worldwide Steppers","Kendrick Lamar",1441530,https://open.spotify.com/track/5p56JT5F9a1z9pwXnqTg7d
72,Callaita,"Bad Bunny",1438681,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
73,traitor,"Olivia Rodrigo",1428491,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
74,"Light Switch","Charlie Puth",1418814,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
75,"Dua Lipa","Jack Harlow",1395977,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
76,"Purple Hearts","Kendrick Lamar",1392547,https://open.spotify.com/track/401160izncPtca3CmX3dvM
77,Boyfriend,"Dove Cameron",1382742,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
78,"House of Memories","Panic! At The Disco",1380680,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
79,"Kiss Me More (feat. SZA)","Doja Cat",1362587,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
80,Agosto,"Bad Bunny",1361976,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
81,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1354570,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
82,"Levitating (feat. DaBaby)","Dua Lipa",1330572,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
83,"That That (prod. & feat. SUGA of BTS)",PSY,1324762,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
84,"drivers license","Olivia Rodrigo",1324140,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
85,"In The Stars","Benson Boone",1318428,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
86,"I Love You So","The Walters",1307847,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
87,"Need to Know","Doja Cat",1304593,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
88,Infinity,"Jaymes Young",1295858,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
89,Yonaguni,"Bad Bunny",1286276,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
90,"Te Felicito",Shakira,1280211,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
91,SUPERMODEL,Måneskin,1276607,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
92,"Thousand Miles","The Kid LAROI",1260286,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
93,505,"Arctic Monkeys",1241934,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
94,"Save Your Tears","The Weeknd",1237894,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
95,"deja vu","Olivia Rodrigo",1227581,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
96,Bones,"Imagine Dragons",1218555,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
97,"No Role Modelz","J. Cole",1210354,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
98,"Angel Baby","Troye Sivan",1208516,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
99,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1182217,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
100,"Happier Than Ever","Billie Eilish",1167437,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
101,"Without Me",Eminem,1131285,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
102,"MONTERO (Call Me By Your Name)","Lil Nas X",1130431,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
103,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1122875,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
104,"Beautiful Girl",Luciano,1121205,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
105,"Mr. Morale","Kendrick Lamar",1113721,https://open.spotify.com/track/7zvfDihYiJ8RQ1nRcpKBF5
106,"PUFFIN ON ZOOTIEZ",Future,1106667,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
107,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1095222,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
108,"Stefania (Kalush Orchestra)",KALUSH,1085638,https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq
109,"she's all i wanna be","Tate McRae",1082677,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
110,"You Proof","Morgan Wallen",1080695,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
111,Beggin',Måneskin,1070864,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
112,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1061716,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
113,"Do It To It",ACRAZE,1052166,https://open.spotify.com/track/20on25jryn53hWghthWWW3
114,Pantysito,Alejo,1049060,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
115,Believer,"Imagine Dragons",1045541,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
116,"lovely (with Khalid)","Billie Eilish",1040525,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
117,Softcore,"The Neighbourhood",1040496,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
118,"Where Did You Go? (feat. MNEK)","Jax Jones",1039351,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
119,Pasoori,"Shae Gill",1036357,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
120,"Don't Start Now","Dua Lipa",1036339,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
121,"One Right Now (with The Weeknd)","Post Malone",1030476,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
122,Yellow,Coldplay,1029118,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
123,"Rich - Interlude","Kendrick Lamar",1026938,https://open.spotify.com/track/2Az5ykbQiZtFWtACCMvWlP
124,"The Real Slim Shady",Eminem,1015207,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
125,"TUS LÁGRIMAS",Mora,1014625,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
126,Payphone,"Maroon 5",1005588,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
127,"When You're Gone","Shawn Mendes",1003326,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
128,Sunroof,"Nicky Youre",994491,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
129,"Someone You Loved","Lewis Capaldi",990511,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
130,Butter,BTS,989735,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
131,"LOVE DIVE",IVE,983319,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
132,Crown,"Kendrick Lamar",983137,https://open.spotify.com/track/2IwbW2jd0Ncv99Aroe77Ru
133,"Counting Stars",OneRepublic,976834,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
134,"Adore You","Harry Styles",972471,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
135,DÁKITI,"Bad Bunny",970683,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
136,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",967038,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
137,"Honest (feat. Don Toliver)","Justin Bieber",963079,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
138,ZOOM,Jessi,955404,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
139,Unstoppable,Sia,952714,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
140,FEARLESS,"LE SSERAFIM",948944,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
141,"Blank Space","Taylor Swift",948547,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
142,"Cool for the Summer","Demi Lovato",946215,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
143,Dynamite,BTS,938312,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
144,"Tacones Rojos","Sebastian Yatra",938225,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
145,"Plan A","Paulo Londra",937013,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
146,"10 Things I Hate About You","Leah Kate",934309,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
147,"Churchill Downs (feat. Drake)","Jack Harlow",930965,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
148,"Sweetest Pie","Megan Thee Stallion",927748,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
149,"Bohemian Rhapsody - Remastered 2011",Queen,927418,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
150,"Todo De Ti","Rauw Alejandro",923724,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
151,"Dark Red","Steve Lacy",922846,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
152,Mirror,"Kendrick Lamar",917880,https://open.spotify.com/track/5LOiuvbH62YGtnwe6Ltt4T
153,"Die For You","The Weeknd",917325,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
154,"After Dark",Mr.Kitty,916100,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
155,SloMo,Chanel,915791,https://open.spotify.com/track/3XREkzDHsWdBL5tybyCDBH
156,"Auntie Diaries","Kendrick Lamar",915540,https://open.spotify.com/track/19Fg3WrTfo35Ji3PtfZE6J
157,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,915527,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
158,"Locked out of Heaven","Bruno Mars",913147,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
159,"love nwantiti (ah ah ah)",CKay,909235,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
160,"Smells Like Teen Spirit - Remastered",Nirvana,908500,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
161,Medallo,Blessd,907508,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
162,"Shape of You","Ed Sheeran",904245,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
163,"With you",Jimin,899417,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
164,Iris,"The Goo Goo Dolls",898600,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
165,"Demasiadas Mujeres","C. Tangana",895708,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
166,"The Nights",Avicii,885329,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
167,"You Right","Doja Cat",882355,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
168,"Si Quieren Frontear",Duki,876531,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
169,Riptide,"Vance Joy",870266,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
170,Toxic,BoyWithUke,870077,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
171,"One Dance",Drake,870068,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
172,"Daddy Issues","The Neighbourhood",868516,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
173,happier,"Olivia Rodrigo",868085,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
174,"Don’t Blame Me","Taylor Swift",866842,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
175,"Mr. Brightside","The Killers",864672,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
176,Circles,"Post Malone",863280,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
177,"Savior - Interlude","Kendrick Lamar",862624,https://open.spotify.com/track/5PPUw4Xo3Hz6rl4GpBfd3c
178,Heather,"Conan Gray",860895,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
179,Falling,"Harry Styles",854750,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
180,"Gangsta's Paradise",Coolio,853346,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
181,Revenge,XXXTENTACION,851444,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
182,"'Till I Collapse",Eminem,850279,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
183,"San Lucas","Kevin Kaarl",845232,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
184,Perfect,"Ed Sheeran",843441,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
185,"Crazy What Love Can Do","David Guetta",842498,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
186,Lost,"Frank Ocean",841461,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
187,Flowers,"Lauren Spencer-Smith",841081,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
188,"jealousy, jealousy","Olivia Rodrigo",838076,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
189,"Mon Amour - Remix",zzoilo,836640,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
190,"Take Me To Church",Hozier,836304,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
191,"Wake Me Up",Avicii,829973,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
192,Freaks,"Surf Curse",828576,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
193,"favorite crime","Olivia Rodrigo",826722,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
194,"Money Trees","Kendrick Lamar",826597,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
195,"Leave The Door Open","Bruno Mars",824367,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
196,"This Love (Taylor’s Version)","Taylor Swift",821180,https://open.spotify.com/track/4d1CG5ei1E2vGbvmgf5KKv
197,"There's Nothing Holdin' Me Back","Shawn Mendes",820086,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
198,"Good Looking","Suki Waterhouse",814398,https://open.spotify.com/track/5ZjV4yevHO1QhMw8AjyQbZ
199,"In My Head","Lil Tjay",813113,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
200,Starboy,"The Weeknd",811058,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
