,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
22,"Purple Hearts","Kendrick Lamar",3082756,https://open.spotify.com/track/401160izncPtca3CmX3dvM
23,"Bam Bam (feat. Ed Sheeran)","Camila Cabello",3059325,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a
24,"STAY (with Justin Bieber)","The Kid LAROI",3036874,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
25,"Un Ratito","Bad Bunny",2850992,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
26,Savior,"Kendrick Lamar",2845564,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
27,"Cold Heart - PNAU Remix","Elton John",2798996,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h
28,"Yo No Soy Celoso","Bad Bunny",2620803,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
29,"Me Fui de Vacaciones","Bad Bunny",2559507,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
30,MAMIII,"Becky G",2544487,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
31,"Una Noche en Medellín","Cris Mj",2523995,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
32,"Rich - Interlude","Kendrick Lamar",2513708,https://open.spotify.com/track/2Az5ykbQiZtFWtACCMvWlP
33,"MIDDLE OF THE NIGHT","Elley Duhé",2509926,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
34,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",2465447,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
35,Neverita,"Bad Bunny",2465287,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
36,Efecto,"Bad Bunny",2412514,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx
37,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2400915,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
38,"La Corriente","Bad Bunny",2386002,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
39,"Mr. Morale","Kendrick Lamar",2343395,https://open.spotify.com/track/7zvfDihYiJ8RQ1nRcpKBF5
40,Crown,"Kendrick Lamar",2310064,https://open.spotify.com/track/2IwbW2jd0Ncv99Aroe77Ru
41,"Cooped Up (with Roddy Ricch)","Post Malone",2258752,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
42,Envolver,Anitta,2243339,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
43,"Auntie Diaries","Kendrick Lamar",2231338,https://open.spotify.com/track/19Fg3WrTfo35Ji3PtfZE6J
44,Andrea,"Bad Bunny",2181711,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
45,Ghost,"Justin Bieber",2175730,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
46,Shivers,"Ed Sheeran",2146786,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
47,"Dos Mil 16","Bad Bunny",2140609,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
48,Desesperados,"Rauw Alejandro",2092206,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
49,Woman,"Doja Cat",2083717,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
50,"Where Are You Now","Lost Frequencies",2074562,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
51,"Un Coco","Bad Bunny",2072092,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
52,"WAIT FOR U (feat. Drake & Tems)",Future,2061277,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
53,"Otro Atardecer","Bad Bunny",2009155,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
54,Aguacero,"Bad Bunny",2005093,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
55,"Savior - Interlude","Kendrick Lamar",2002404,https://open.spotify.com/track/5PPUw4Xo3Hz6rl4GpBfd3c
56,abcdefu,GAYLE,1987439,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
57,"The Motto",Tiësto,1935283,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
58,"Un Verano Sin Ti","Bad Bunny",1932697,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
59,Mirror,"Kendrick Lamar",1930994,https://open.spotify.com/track/5LOiuvbH62YGtnwe6Ltt4T
60,"Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar",1928597,https://open.spotify.com/track/6NZOc8kO0Fxo0fLPvIdLnW
61,Pepas,Farruko,1926095,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
62,"X ÚLTIMA VEZ","Daddy Yankee",1864845,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
63,"Enséñame a Bailar","Bad Bunny",1857990,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
64,"good 4 u","Olivia Rodrigo",1854944,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
65,"Bad Habits","Ed Sheeran",1834690,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
66,Jordan,"Ryan Castro",1785304,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
67,"THATS WHAT I WANT","Lil Nas X",1774760,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
68,"El Apagón","Bad Bunny",1748088,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
69,"Easy On Me",Adele,1737716,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
70,"Watermelon Sugar","Harry Styles",1709695,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
71,Callaita,"Bad Bunny",1697590,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
72,"Fuera del mercado","Danny Ocean",1696689,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
73,"Blinding Lights","The Weeknd",1692427,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
74,"ULTRA SOLO","Polimá Westcoast",1685513,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
75,"Wait a Minute!",WILLOW,1653933,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
76,"Dua Lipa","Jack Harlow",1605630,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
77,"You Proof","Morgan Wallen",1575197,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
78,Agosto,"Bad Bunny",1565141,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
79,"Another Love","Tom Odell",1523440,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
80,Yonaguni,"Bad Bunny",1521580,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
81,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1521172,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
82,"Light Switch","Charlie Puth",1514377,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
83,"My Universe",Coldplay,1502292,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
84,Dandelions,"Ruth B.",1500198,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
85,"Sweater Weather","The Neighbourhood",1477067,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
86,"Levitating (feat. DaBaby)","Dua Lipa",1440819,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
87,"House of Memories","Panic! At The Disco",1437959,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
88,"That That (prod. & feat. SUGA of BTS)",PSY,1434899,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
89,Boyfriend,"Dove Cameron",1409217,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
90,"Kiss Me More (feat. SZA)","Doja Cat",1407672,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
91,traitor,"Olivia Rodrigo",1347982,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
92,"Thousand Miles","The Kid LAROI",1328716,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
93,Infinity,"Jaymes Young",1326633,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
94,"Need to Know","Doja Cat",1318445,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
95,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1310938,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
96,"drivers license","Olivia Rodrigo",1278003,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
97,"Save Your Tears","The Weeknd",1273347,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
98,"The Heart Part 5","Kendrick Lamar",1273300,https://open.spotify.com/track/5MMW4CZsZiZt2iuqAXzzWC
99,Bones,"Imagine Dragons",1258576,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
100,"I Love You So","The Walters",1254345,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
101,"In The Stars","Benson Boone",1252895,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
102,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1245360,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
103,"Until I Found You","Stephen Sanchez",1244066,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
104,"Beautiful Girl",Luciano,1222052,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
105,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1221149,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
106,"MONTERO (Call Me By Your Name)","Lil Nas X",1209607,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
107,"Do It To It",ACRAZE,1191799,https://open.spotify.com/track/20on25jryn53hWghthWWW3
108,"deja vu","Olivia Rodrigo",1183129,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
109,"Angel Baby","Troye Sivan",1181788,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
110,505,"Arctic Monkeys",1176148,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
111,Pantysito,Alejo,1165872,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
112,"Where Did You Go? (feat. MNEK)","Jax Jones",1161465,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
113,"Without Me",Eminem,1159390,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
114,"The Foundations of Decay","My Chemical Romance",1154525,https://open.spotify.com/track/6Pif6RkFoYzLygdqktus4Q
115,Beggin',Måneskin,1153716,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
116,Pasoori,"Shae Gill",1142809,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
117,"No Role Modelz","J. Cole",1140396,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
118,Believer,"Imagine Dragons",1133193,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
119,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1123380,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
120,"Don't Start Now","Dua Lipa",1118273,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
121,"Churchill Downs (feat. Drake)","Jack Harlow",1113451,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
122,"Happier Than Ever","Billie Eilish",1106171,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
123,"PUFFIN ON ZOOTIEZ",Future,1100132,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
124,"Te Felicito",Shakira,1081567,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
125,"she's all i wanna be","Tate McRae",1076398,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
126,"Plan A","Paulo Londra",1076309,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
127,DÁKITI,"Bad Bunny",1074214,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
128,"TUS LÁGRIMAS",Mora,1073102,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
129,"No Ouvidinho","Felipe Amorim",1072509,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
130,"Honest (feat. Don Toliver)","Justin Bieber",1068656,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
131,"Bohemian Rhapsody - Remastered 2011",Queen,1064467,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
132,"Tacones Rojos","Sebastian Yatra",1055300,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
133,"The Real Slim Shady",Eminem,1044553,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
134,"One Right Now (with The Weeknd)","Post Malone",1033181,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
135,"Todo De Ti","Rauw Alejandro",1031688,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
136,Butter,BTS,1022477,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
137,Payphone,"Maroon 5",1021774,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
138,Sunroof,"Nicky Youre",1016476,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
139,ZOOM,Jessi,1014325,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
140,"Si Quieren Frontear",Duki,1014260,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
141,"Termina Comigo Antes","Gusttavo Lima",1012908,https://open.spotify.com/track/1K8AtBJXcdq5mywMnZuARP
142,"Counting Stars",OneRepublic,1007259,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
143,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1006465,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
144,"sentaDONA (Remix) s2","Davi Kneip",1003185,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
145,"love nwantiti (ah ah ah)",CKay,999046,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
146,"Demasiadas Mujeres","C. Tangana",996719,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
147,SUPERMODEL,Måneskin,996533,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
148,DANÇARINA,"PEDRO SAMPAIO",995208,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
149,"When You're Gone","Shawn Mendes",993860,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
150,Medallo,Blessd,992870,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
151,Yellow,Coldplay,987859,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
152,"Cool for the Summer","Demi Lovato",987371,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
153,Dynamite,BTS,986712,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
154,Softcore,"The Neighbourhood",981257,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
155,"Mon Amour - Remix",zzoilo,973585,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
156,"Shape of You","Ed Sheeran",973338,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
157,"lovely (with Khalid)","Billie Eilish",971185,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
158,"Balanço da Rede","Matheus Fernandes",967125,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
159,"Adore You","Harry Styles",962401,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
160,Unstoppable,Sia,962297,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
161,"A Tu Merced","Bad Bunny",962061,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
162,Toxic,BoyWithUke,961751,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
163,"Blank Space","Taylor Swift",960267,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
164,"ERRO PLANEJADO - Ao Vivo","Luan Santana",959257,https://open.spotify.com/track/0sjhY8nPIm6cPOQfyUPmJe
165,FEARLESS,"LE SSERAFIM",957335,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
166,"Someone You Loved","Lewis Capaldi",944266,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
167,"LOVE DIVE",IVE,943357,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
168,"Smells Like Teen Spirit - Remastered",Nirvana,941081,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
169,"Locked out of Heaven","Bruno Mars",938786,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
170,"10 Things I Hate About You","Leah Kate",931588,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
171,"This Love (Taylor’s Version)","Taylor Swift",925184,https://open.spotify.com/track/4d1CG5ei1E2vGbvmgf5KKv
172,"Sweetest Pie","Megan Thee Stallion",925121,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
173,"With you",Jimin,923974,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
174,"Crazy What Love Can Do","David Guetta",921950,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
175,"Gangsta's Paradise",Coolio,918704,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
176,Riptide,"Vance Joy",916341,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
177,"Mr. Brightside","The Killers",908821,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
178,"Dance Monkey","Tones And I",907292,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
179,"One Dance",Drake,906869,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
180,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,903275,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
181,"Wake Me Up",Avicii,887315,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
182,"Mal Feito - Ao Vivo","Hugo & Guilherme",879855,https://open.spotify.com/track/6Zw25LRLP0j0MsezDFIUM4
183,"Dark Red","Steve Lacy",876551,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
184,Perfect,"Ed Sheeran",875634,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
185,Vampiro,Matuê,873975,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
186,Chale,"Eden Muñoz",872532,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
187,"The Nights",Avicii,870539,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
188,"I Gotta Feeling","Black Eyed Peas",867051,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
189,"Still D.R.E.","Dr. Dre",863007,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
190,"You Right","Doja Cat",862133,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
191,"Don't Be Shy",Tiësto,860324,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
192,"LA CANCIÓN","J Balvin",859077,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
193,Señorita,"Shawn Mendes",856500,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
194,"There's Nothing Holdin' Me Back","Shawn Mendes",854543,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
195,"After Dark",Mr.Kitty,852293,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
196,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",851376,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
197,"San Lucas","Kevin Kaarl",850242,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
198,"In My Head","Lil Tjay",848766,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
199,"Leave The Door Open","Bruno Mars",848239,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
200,Circles,"Post Malone",846179,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
