,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
33,"Cooped Up (with Roddy Ricch)","Post Malone",3080803,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
34,"STAY (with Justin Bieber)","The Kid LAROI",3054879,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
35,"Yo No Soy Celoso","Bad Bunny",2848848,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
36,"Me Fui de Vacaciones","Bad Bunny",2792622,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
37,"Cold Heart - PNAU Remix","Elton John",2743596,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h
38,Neverita,"Bad Bunny",2667976,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
39,"MIDDLE OF THE NIGHT","Elley Duhé",2614263,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
40,"La Corriente","Bad Bunny",2598000,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
41,Efecto,"Bad Bunny",2587600,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx
42,MAMIII,"Becky G",2554957,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
43,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",2470879,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
44,"Una Noche en Medellín","Cris Mj",2462908,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
45,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2455732,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
46,"The Foundations of Decay","My Chemical Romance",2415534,https://open.spotify.com/track/6Pif6RkFoYzLygdqktus4Q
47,Andrea,"Bad Bunny",2379201,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
48,"Dos Mil 16","Bad Bunny",2378372,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
49,"Un Coco","Bad Bunny",2300095,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
50,"WAIT FOR U (feat. Drake & Tems)",Future,2275424,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
51,Ghost,"Justin Bieber",2260703,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
52,"Otro Atardecer","Bad Bunny",2229245,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
53,Aguacero,"Bad Bunny",2196572,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
54,Envolver,Anitta,2191990,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
55,Shivers,"Ed Sheeran",2189921,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
56,"Un Verano Sin Ti","Bad Bunny",2179309,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
57,Woman,"Doja Cat",2127668,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
58,Desesperados,"Rauw Alejandro",2088084,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
59,"Where Are You Now","Lost Frequencies",2074043,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
60,"Enséñame a Bailar","Bad Bunny",2056979,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
61,"The Heart Part 5","Kendrick Lamar",2046674,https://open.spotify.com/track/5MMW4CZsZiZt2iuqAXzzWC
62,abcdefu,GAYLE,2024848,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
63,"The Motto",Tiësto,1987728,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
64,"You Proof","Morgan Wallen",1955950,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
65,"El Apagón","Bad Bunny",1918979,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
66,"good 4 u","Olivia Rodrigo",1909427,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
67,"X ÚLTIMA VEZ","Daddy Yankee",1863927,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
68,"Dua Lipa","Jack Harlow",1856737,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
69,"Bad Habits","Ed Sheeran",1838723,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
70,"Easy On Me",Adele,1835634,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
71,Pepas,Farruko,1833524,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
72,"THATS WHAT I WANT","Lil Nas X",1827407,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
73,Callaita,"Bad Bunny",1805252,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
74,Jordan,"Ryan Castro",1772656,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
75,Agosto,"Bad Bunny",1770587,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
76,"Watermelon Sugar","Harry Styles",1725257,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
77,"Wait a Minute!",WILLOW,1725234,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
78,"Fuera del mercado","Danny Ocean",1724949,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
79,"ULTRA SOLO","Polimá Westcoast",1703623,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
80,"Blinding Lights","The Weeknd",1703468,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
81,"Another Love","Tom Odell",1665701,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
82,"Sweater Weather","The Neighbourhood",1568896,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
83,Dandelions,"Ruth B.",1565741,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
84,"Light Switch","Charlie Puth",1557960,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
85,"My Universe",Coldplay,1545299,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
86,Yonaguni,"Bad Bunny",1543268,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
87,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1539387,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
88,"House of Memories","Panic! At The Disco",1534243,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
89,"That That (prod. & feat. SUGA of BTS)",PSY,1530846,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
90,Boyfriend,"Dove Cameron",1484018,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
91,"Thousand Miles","The Kid LAROI",1455890,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
92,"Kiss Me More (feat. SZA)","Doja Cat",1441223,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
93,"In The Stars","Benson Boone",1426713,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
94,"Levitating (feat. DaBaby)","Dua Lipa",1424972,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
95,traitor,"Olivia Rodrigo",1422719,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
96,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1407915,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
97,"Beautiful Girl",Luciano,1392013,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
98,Infinity,"Jaymes Young",1372534,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
99,"Need to Know","Doja Cat",1367057,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
100,"drivers license","Olivia Rodrigo",1349445,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
101,"Save Your Tears","The Weeknd",1314574,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
102,"I Love You So","The Walters",1300409,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
103,"Churchill Downs (feat. Drake)","Jack Harlow",1288171,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
104,"Until I Found You","Stephen Sanchez",1284159,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
105,SUPERMODEL,Måneskin,1276014,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
106,Bones,"Imagine Dragons",1266171,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
107,"No Role Modelz","J. Cole",1264368,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
108,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1256251,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
109,505,"Arctic Monkeys",1247452,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
110,"deja vu","Olivia Rodrigo",1234667,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
111,"Without Me",Eminem,1232329,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
112,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1211817,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
113,"MONTERO (Call Me By Your Name)","Lil Nas X",1210057,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
114,"Angel Baby","Troye Sivan",1207944,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
115,"PUFFIN ON ZOOTIEZ",Future,1206993,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
116,"Do It To It",ACRAZE,1188758,https://open.spotify.com/track/20on25jryn53hWghthWWW3
117,"Happier Than Ever","Billie Eilish",1180636,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
118,Pantysito,Alejo,1177043,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
119,"Honest (feat. Don Toliver)","Justin Bieber",1169159,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
120,"This Love (Taylor’s Version)","Taylor Swift",1162803,https://open.spotify.com/track/4d1CG5ei1E2vGbvmgf5KKv
121,"she's all i wanna be","Tate McRae",1152505,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
122,"Don't Start Now","Dua Lipa",1135054,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
123,Beggin',Måneskin,1127783,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
124,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1120019,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
125,"TUS LÁGRIMAS",Mora,1118377,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
126,Pasoori,"Shae Gill",1112686,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
127,"The Real Slim Shady",Eminem,1106004,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
128,Believer,"Imagine Dragons",1104037,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
129,"Plan A","Paulo Londra",1102651,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
130,"what would you do?","Tate McRae",1098352,https://open.spotify.com/track/3I1Smy5zhzNEc9grpjwY1s
131,"When You're Gone","Shawn Mendes",1094733,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
132,"Where Did You Go? (feat. MNEK)","Jax Jones",1093546,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
133,"One Right Now (with The Weeknd)","Post Malone",1085928,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
134,"Te Felicito",Shakira,1075837,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
135,DÁKITI,"Bad Bunny",1071435,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
136,"lovely (with Khalid)","Billie Eilish",1066832,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
137,Softcore,"The Neighbourhood",1062722,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
138,Yellow,Coldplay,1059290,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
139,"Si Quieren Frontear",Duki,1051156,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
140,Payphone,"Maroon 5",1050047,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
141,"Bohemian Rhapsody - Remastered 2011",Queen,1042892,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
142,"Tacones Rojos","Sebastian Yatra",1031727,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
143,"Counting Stars",OneRepublic,1027129,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
144,ZOOM,Jessi,1024687,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
145,"Todo De Ti","Rauw Alejandro",1023521,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
146,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1018127,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
147,"Cool for the Summer","Demi Lovato",1014086,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
148,"Demasiadas Mujeres","C. Tangana",1012048,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
149,Butter,BTS,1010249,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
150,"Adore You","Harry Styles",1009216,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
151,"With you",Jimin,1008206,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
152,Unstoppable,Sia,1005614,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
153,"Someone You Loved","Lewis Capaldi",1003995,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
154,"10 Things I Hate About You","Leah Kate",1003801,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
155,Medallo,Blessd,1002054,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
156,Sunroof,"Nicky Youre",1000339,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
157,"Blank Space","Taylor Swift",990226,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
158,"Smells Like Teen Spirit - Remastered",Nirvana,987282,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
159,Dynamite,BTS,980909,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
160,"A Tu Merced","Bad Bunny",978919,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
161,"LOVE DIVE",IVE,975792,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
162,"Mon Amour - Remix",zzoilo,973624,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
163,"love nwantiti (ah ah ah)",CKay,973290,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
164,FEARLESS,"LE SSERAFIM",970079,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
165,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,969776,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
166,"Shape of You","Ed Sheeran",967108,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
167,"Locked out of Heaven","Bruno Mars",963542,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
168,"Money Trees","Kendrick Lamar",958457,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
169,Toxic,BoyWithUke,950134,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
170,HUMBLE.,"Kendrick Lamar",947063,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
171,"Sweetest Pie","Megan Thee Stallion",942900,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
172,"Gangsta's Paradise",Coolio,938224,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
173,"Good Boy Gone Bad","TOMORROW X TOGETHER",928203,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3
174,Riptide,"Vance Joy",927946,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
175,Iris,"The Goo Goo Dolls",923825,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
176,"The Nights",Avicii,918457,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
177,"Mr. Brightside","The Killers",917345,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
178,"No Ouvidinho","Felipe Amorim",917136,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
179,"One Dance",Drake,916874,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
180,"Dark Red","Steve Lacy",916608,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
181,Flowers,"Lauren Spencer-Smith",910668,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
182,"You Right","Doja Cat",906912,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
183,"sentaDONA (Remix) s2","Davi Kneip",900801,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
184,"Still D.R.E.","Dr. Dre",899478,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
185,"Crazy What Love Can Do","David Guetta",897182,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
186,"In My Head","Lil Tjay",894867,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
187,"Die For You","The Weeknd",894450,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
188,"After Dark",Mr.Kitty,890763,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
189,Perfect,"Ed Sheeran",888537,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
190,Lost,"Frank Ocean",888077,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
191,Circles,"Post Malone",887175,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
192,"Wake Me Up",Avicii,886018,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
193,"'Till I Collapse",Eminem,882369,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
194,"San Lucas","Kevin Kaarl",881303,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
195,Vampiro,Matuê,879598,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
196,"There's Nothing Holdin' Me Back","Shawn Mendes",876982,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
197,"Don't Be Shy",Tiësto,873410,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
198,"Termina Comigo Antes","Gusttavo Lima",873121,https://open.spotify.com/track/1K8AtBJXcdq5mywMnZuARP
199,"Dance Monkey","Tones And I",871141,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
200,DANÇARINA,"PEDRO SAMPAIO",871123,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
