,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
31,"Otro Atardecer","Bad Bunny",2286151,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
32,Ghost,"Justin Bieber",2280238,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
33,"WAIT FOR U (feat. Drake & Tems)",Future,2251795,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
34,Aguacero,"Bad Bunny",2244285,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
35,"Una Noche en Medellín","Cris Mj",2239430,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
36,Shivers,"Ed Sheeran",2111496,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
37,"Enséñame a Bailar","Bad Bunny",2111082,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
38,Woman,"Doja Cat",2063464,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
39,Envolver,Anitta,2051500,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
40,Desesperados,"Rauw Alejandro",1992445,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
41,"El Apagón","Bad Bunny",1966012,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
42,abcdefu,GAYLE,1959012,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
43,"Dua Lipa","Jack Harlow",1952481,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
44,"Where Are You Now","Lost Frequencies",1936008,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
45,"good 4 u","Olivia Rodrigo",1883915,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
46,Agosto,"Bad Bunny",1848799,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
47,"Easy On Me",Adele,1844266,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
48,"The Motto",Tiësto,1831277,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
49,Callaita,"Bad Bunny",1826417,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
50,"THATS WHAT I WANT","Lil Nas X",1757238,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
51,"X ÚLTIMA VEZ","Daddy Yankee",1756311,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
52,"Bad Habits","Ed Sheeran",1755523,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
53,"Wait a Minute!",WILLOW,1727575,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
54,"Watermelon Sugar","Harry Styles",1657801,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
55,Jordan,"Ryan Castro",1655770,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
56,Pepas,Farruko,1653402,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
57,"Another Love","Tom Odell",1651889,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
58,"Fuera del mercado","Danny Ocean",1633860,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
59,"That That (prod. & feat. SUGA of BTS)",PSY,1622577,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
60,"Blinding Lights","The Weeknd",1618530,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
61,Dandelions,"Ruth B.",1584504,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
62,"Sweater Weather","The Neighbourhood",1573432,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
63,"Light Switch","Charlie Puth",1553537,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
64,"My Universe",Coldplay,1539980,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
65,"ULTRA SOLO","Polimá Westcoast",1520915,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
66,Boyfriend,"Dove Cameron",1498771,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
67,"House of Memories","Panic! At The Disco",1484900,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
68,Yonaguni,"Bad Bunny",1464133,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
69,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1451871,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
70,"Thousand Miles","The Kid LAROI",1447885,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
71,traitor,"Olivia Rodrigo",1445837,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
72,"Kiss Me More (feat. SZA)","Doja Cat",1431384,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
73,"In The Stars","Benson Boone",1419967,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
74,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1382404,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
75,"Churchill Downs (feat. Drake)","Jack Harlow",1374788,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
76,"Levitating (feat. DaBaby)","Dua Lipa",1369570,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
77,Infinity,"Jaymes Young",1367397,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
78,"Need to Know","Doja Cat",1359730,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
79,"drivers license","Olivia Rodrigo",1353326,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
80,"I Love You So","The Walters",1316944,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
81,"Save Your Tears","The Weeknd",1289901,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
82,"Beautiful Girl",Luciano,1277467,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
83,"Honest (feat. Don Toliver)","Justin Bieber",1266976,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
84,505,"Arctic Monkeys",1260456,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
85,"deja vu","Olivia Rodrigo",1238928,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
86,"No Role Modelz","J. Cole",1238746,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
87,Bones,"Imagine Dragons",1223642,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
88,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1221521,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
89,"Until I Found You","Stephen Sanchez",1212788,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
90,"Happier Than Ever","Billie Eilish",1203342,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
91,"Angel Baby","Troye Sivan",1201815,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
92,"PUFFIN ON ZOOTIEZ",Future,1190328,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
93,"Without Me",Eminem,1164120,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
94,"MONTERO (Call Me By Your Name)","Lil Nas X",1159332,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
95,"she's all i wanna be","Tate McRae",1144295,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
96,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1130312,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
97,"Do It To It",ACRAZE,1105379,https://open.spotify.com/track/20on25jryn53hWghthWWW3
98,"This Love (Taylor’s Version)","Taylor Swift",1091481,https://open.spotify.com/track/4d1CG5ei1E2vGbvmgf5KKv
99,Softcore,"The Neighbourhood",1087788,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
100,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1085366,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
101,"lovely (with Khalid)","Billie Eilish",1078548,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
102,"When You're Gone","Shawn Mendes",1078326,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
103,Pasoori,"Shae Gill",1074743,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
104,"Don't Start Now","Dua Lipa",1063591,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
105,Pantysito,Alejo,1063104,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
106,"The Real Slim Shady",Eminem,1058429,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
107,"One Right Now (with The Weeknd)","Post Malone",1057188,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
108,Believer,"Imagine Dragons",1056101,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
109,"With you",Jimin,1050643,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
110,"Plan A","Paulo Londra",1050518,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
111,Yellow,Coldplay,1050257,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
112,"TUS LÁGRIMAS",Mora,1047020,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
113,"A Tu Merced","Bad Bunny",1029100,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
114,Beggin',Måneskin,1028334,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
115,Payphone,"Maroon 5",1027008,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
116,ZOOM,Jessi,1023527,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
117,Butter,BTS,1022719,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
118,"Adore You","Harry Styles",1014981,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
119,DÁKITI,"Bad Bunny",1012006,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
120,"LOVE DIVE",IVE,1002844,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
121,"10 Things I Hate About You","Leah Kate",1001517,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
122,"Someone You Loved","Lewis Capaldi",999822,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
123,"Cool for the Summer","Demi Lovato",995482,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
124,"Te Felicito",Shakira,994974,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
125,"Counting Stars",OneRepublic,992061,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
126,"Todo De Ti","Rauw Alejandro",984501,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
127,"Si Quieren Frontear",Duki,980504,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
128,Unstoppable,Sia,979077,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
129,"Bohemian Rhapsody - Remastered 2011",Queen,978051,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
130,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",977383,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
131,Dynamite,BTS,976255,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
132,FEARLESS,"LE SSERAFIM",971118,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
133,"Blank Space","Taylor Swift",970894,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
134,"Tacones Rojos","Sebastian Yatra",966372,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
135,Medallo,Blessd,963765,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
136,"Demasiadas Mujeres","C. Tangana",957520,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
137,"Good Boy Gone Bad","TOMORROW X TOGETHER",952499,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3
138,"Smells Like Teen Spirit - Remastered",Nirvana,947805,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
139,Flowers,"Lauren Spencer-Smith",943425,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
140,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,940739,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
141,"Locked out of Heaven","Bruno Mars",939232,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
142,"Sweetest Pie","Megan Thee Stallion",939221,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
143,"Dark Red","Steve Lacy",938328,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
144,"love nwantiti (ah ah ah)",CKay,935270,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
145,Sunroof,"Nicky Youre",931487,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
146,Iris,"The Goo Goo Dolls",929064,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
147,Toxic,BoyWithUke,924832,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
148,"Shape of You","Ed Sheeran",923291,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
149,"You Right","Doja Cat",916644,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
150,Lost,"Frank Ocean",915571,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
151,"Mon Amour - Remix",zzoilo,909417,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
152,"Die For You","The Weeknd",906306,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
153,"Where Did You Go? (feat. MNEK)","Jax Jones",905107,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
154,"In My Head","Lil Tjay",887346,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
155,Riptide,"Vance Joy",887239,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
156,"The Nights",Avicii,884299,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
157,"One Dance",Drake,883969,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
158,happier,"Olivia Rodrigo",879498,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
159,"'Till I Collapse",Eminem,875098,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
160,"Mr. Brightside","The Killers",869324,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
161,"Daddy Issues","The Neighbourhood",868059,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
162,"Gangsta's Paradise",Coolio,867074,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
163,Heather,"Conan Gray",863143,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
164,Perfect,"Ed Sheeran",863054,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
165,"After Dark",Mr.Kitty,862064,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
166,Falling,"Harry Styles",861942,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
167,Revenge,XXXTENTACION,861190,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
168,"San Lucas","Kevin Kaarl",858711,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
169,"Nail Tech","Jack Harlow",856557,https://open.spotify.com/track/3ioJs8DQw527GmqJIp5gZG
170,"There's Nothing Holdin' Me Back","Shawn Mendes",855615,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
171,Circles,"Post Malone",853389,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
172,"Leave The Door Open","Bruno Mars",848732,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
173,"Money Trees","Kendrick Lamar",847829,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
174,"Still D.R.E.","Dr. Dre",847695,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
175,"Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat",846911,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF
176,"jealousy, jealousy","Olivia Rodrigo",846556,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
177,"favorite crime","Olivia Rodrigo",839069,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
178,"Take Me To Church",Hozier,837122,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
179,"Wake Me Up",Avicii,832976,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
180,"LA CANCIÓN","J Balvin",832533,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
181,"Don't Be Shy",Tiësto,826403,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
182,Freaks,"Surf Curse",822343,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
183,Photograph,"Ed Sheeran",821444,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
184,Señorita,"Shawn Mendes",818865,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
185,"Dance Monkey","Tones And I",818083,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
186,"Crazy What Love Can Do","David Guetta",816178,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
187,"Something Just Like This","The Chainsmokers",815377,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
188,"Love Yourself","Justin Bieber",813954,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
189,"Tom's Diner",AnnenMayKantereit,812494,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
190,"Oh My God",Adele,812490,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
191,Golden,"Harry Styles",810573,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
192,Vampiro,Matuê,808653,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
193,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,808501,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
194,"I'M ON ONE (feat. Drake)",Future,806969,https://open.spotify.com/track/6wyhUr4Xw8z5uSy0AhoZfU
195,"Do I Wanna Know?","Arctic Monkeys",806386,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
196,"Something In The Way - Remastered",Nirvana,802337,https://open.spotify.com/track/2WL6GQzPuK9Nrpy9XwNEbz
197,Starboy,"The Weeknd",794750,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
198,"Good Looking","Suki Waterhouse",794611,https://open.spotify.com/track/5ZjV4yevHO1QhMw8AjyQbZ
199,Memories,"Maroon 5",794602,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
200,Stan,Eminem,793669,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
