,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,"Rich Spirit","Kendrick Lamar",2488519,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
20,"Un Ratito","Bad Bunny",2360905,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
21,"Silent Hill","Kendrick Lamar",2359835,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
22,"Cold Heart - PNAU Remix","Elton John",2318465,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h
23,"MIDDLE OF THE NIGHT","Elley Duhé",2297669,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
24,"We Cry Together","Kendrick Lamar",2244799,https://open.spotify.com/track/0RAvy97QRPzO2AfK5Dw6j3
25,"Count Me Out","Kendrick Lamar",2234113,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
26,"Worldwide Steppers","Kendrick Lamar",2211668,https://open.spotify.com/track/5p56JT5F9a1z9pwXnqTg7d
27,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",2204042,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
28,"Yo No Soy Celoso","Bad Bunny",2170124,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
29,"Una Noche en Medellín","Cris Mj",2161957,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
30,"Me Fui de Vacaciones","Bad Bunny",2146887,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
31,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2077156,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
32,Neverita,"Bad Bunny",2040753,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
33,"Purple Hearts","Kendrick Lamar",2039221,https://open.spotify.com/track/401160izncPtca3CmX3dvM
34,Efecto,"Bad Bunny",2020017,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx
35,Savior,"Kendrick Lamar",2013861,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
36,MAMIII,"Becky G",1989352,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
37,"Cooped Up (with Roddy Ricch)","Post Malone",1982709,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
38,"Stefania (Kalush Orchestra)",KALUSH,1962754,https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq
39,Ghost,"Justin Bieber",1954597,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
40,"La Corriente","Bad Bunny",1953681,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
41,Envolver,Anitta,1846135,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
42,Shivers,"Ed Sheeran",1835902,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
43,Andrea,"Bad Bunny",1828399,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
44,Woman,"Doja Cat",1817330,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
45,"WAIT FOR U (feat. Drake & Tems)",Future,1798158,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
46,Desesperados,"Rauw Alejandro",1771534,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
47,"Dos Mil 16","Bad Bunny",1766501,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
48,abcdefu,GAYLE,1721814,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
49,"Un Coco","Bad Bunny",1714564,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
50,"Where Are You Now","Lost Frequencies",1697426,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
51,"Otro Atardecer","Bad Bunny",1677878,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
52,Aguacero,"Bad Bunny",1661655,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
53,"good 4 u","Olivia Rodrigo",1654299,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
54,"Rich - Interlude","Kendrick Lamar",1622117,https://open.spotify.com/track/2Az5ykbQiZtFWtACCMvWlP
55,"Un Verano Sin Ti","Bad Bunny",1597480,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
56,"X ÚLTIMA VEZ","Daddy Yankee",1595254,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
57,Pepas,Farruko,1595146,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
58,"Mr. Morale","Kendrick Lamar",1580639,https://open.spotify.com/track/7zvfDihYiJ8RQ1nRcpKBF5
59,"The Motto",Tiësto,1567963,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
60,"Easy On Me",Adele,1553438,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
61,Jordan,"Ryan Castro",1546718,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
62,"Bad Habits","Ed Sheeran",1544426,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
63,"THATS WHAT I WANT","Lil Nas X",1537337,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
64,"Enséñame a Bailar","Bad Bunny",1514813,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
65,Crown,"Kendrick Lamar",1508424,https://open.spotify.com/track/2IwbW2jd0Ncv99Aroe77Ru
66,"Wait a Minute!",WILLOW,1508138,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
67,"ULTRA SOLO","Polimá Westcoast",1500673,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
68,"Another Love","Tom Odell",1481884,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
69,"Watermelon Sugar","Harry Styles",1465631,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
70,"Blinding Lights","The Weeknd",1458878,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
71,Dandelions,"Ruth B.",1453663,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
72,"Fuera del mercado","Danny Ocean",1444686,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
73,"Sweater Weather","The Neighbourhood",1442660,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
74,"El Apagón","Bad Bunny",1430381,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
75,"Auntie Diaries","Kendrick Lamar",1426151,https://open.spotify.com/track/19Fg3WrTfo35Ji3PtfZE6J
76,Callaita,"Bad Bunny",1425721,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
77,"SPACE MAN","Sam Ryder",1384130,https://open.spotify.com/track/3nhGk6VnrDHy67pXvMhdPa
78,"Light Switch","Charlie Puth",1345931,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
79,"House of Memories","Panic! At The Disco",1337794,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
80,"Dua Lipa","Jack Harlow",1332661,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
81,"My Universe",Coldplay,1326350,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
82,traitor,"Olivia Rodrigo",1317883,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
83,Mirror,"Kendrick Lamar",1317643,https://open.spotify.com/track/5LOiuvbH62YGtnwe6Ltt4T
84,"That That (prod. & feat. SUGA of BTS)",PSY,1317435,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
85,SloMo,Chanel,1316939,https://open.spotify.com/track/3XREkzDHsWdBL5tybyCDBH
86,Yonaguni,"Bad Bunny",1305836,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
87,Boyfriend,"Dove Cameron",1305419,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
88,"Savior - Interlude","Kendrick Lamar",1304358,https://open.spotify.com/track/5PPUw4Xo3Hz6rl4GpBfd3c
89,Agosto,"Bad Bunny",1289706,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
90,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1284062,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
91,"Until I Found You","Stephen Sanchez",1271724,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
92,"I Love You So","The Walters",1249024,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
93,"Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar",1248063,https://open.spotify.com/track/6NZOc8kO0Fxo0fLPvIdLnW
94,"Kiss Me More (feat. SZA)","Doja Cat",1245551,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
95,"You Proof","Morgan Wallen",1231892,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
96,"Levitating (feat. DaBaby)","Dua Lipa",1231625,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
97,"drivers license","Olivia Rodrigo",1216015,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
98,SUPERMODEL,Måneskin,1200298,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
99,Infinity,"Jaymes Young",1193875,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
100,"Need to Know","Doja Cat",1184630,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
101,"In The Stars","Benson Boone",1182337,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
102,"Thousand Miles","The Kid LAROI",1172646,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
103,505,"Arctic Monkeys",1169602,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
104,"Save Your Tears","The Weeknd",1160574,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
105,"Hold Me Closer","Cornelia Jakobs",1153782,https://open.spotify.com/track/697bFWgzBRm6bmnYWd8GyD
106,"Angel Baby","Troye Sivan",1129467,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
107,"deja vu","Olivia Rodrigo",1120884,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
108,Bones,"Imagine Dragons",1118480,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
109,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1089571,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
110,Pasoori,"Shae Gill",1079674,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
111,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1077047,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
112,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1076909,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
113,"MONTERO (Call Me By Your Name)","Lil Nas X",1069727,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
114,"No Role Modelz","J. Cole",1063120,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
115,"Happier Than Ever","Billie Eilish",1062386,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
116,Beggin',Måneskin,1056828,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
117,"Give That Wolf A Banana",Subwoolfer,1041559,https://open.spotify.com/track/50Cf2eYv8zT3v2HAkwhIiL
118,"Beautiful Girl",Luciano,1017299,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
119,"PUFFIN ON ZOOTIEZ",Future,1015117,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
120,"Without Me",Eminem,1010690,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
121,Believer,"Imagine Dragons",1001264,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
122,Brividi,Mahmood,994895,https://open.spotify.com/track/1ZMGp9MTXbtAPvcKa0U3zS
123,Pantysito,Alejo,993393,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
124,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",981394,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
125,"lovely (with Khalid)","Billie Eilish",978410,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
126,Softcore,"The Neighbourhood",964499,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
127,Butter,BTS,958655,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
128,"De Diepte",S10,956394,https://open.spotify.com/track/7uQ7e7nzbtyX87eIYHpj6Z
129,ZOOM,Jessi,955522,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
130,"she's all i wanna be","Tate McRae",954376,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
131,"LOVE DIVE",IVE,946284,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
132,Payphone,"Maroon 5",942862,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
133,"Bohemian Rhapsody - Remastered 2011",Queen,941441,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
134,"Plan A","Paulo Londra",939858,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
135,"Churchill Downs (feat. Drake)","Jack Harlow",936627,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
136,"Te Felicito",Shakira,932089,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
137,Sunroof,"Nicky Youre",930793,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
138,Yellow,Coldplay,930151,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
139,"Do It To It",ACRAZE,929084,https://open.spotify.com/track/20on25jryn53hWghthWWW3
140,"Don't Start Now","Dua Lipa",929004,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
141,DÁKITI,"Bad Bunny",927800,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
142,FEARLESS,"LE SSERAFIM",927701,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
143,"One Right Now (with The Weeknd)","Post Malone",924642,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
144,"The Real Slim Shady",Eminem,919809,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
145,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",918230,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
146,"Where Did You Go? (feat. MNEK)","Jax Jones",916065,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
147,"Tacones Rojos","Sebastian Yatra",914574,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
148,"The Heart Part 5","Kendrick Lamar",914499,https://open.spotify.com/track/5MMW4CZsZiZt2iuqAXzzWC
149,"Honest (feat. Don Toliver)","Justin Bieber",911432,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
150,Dynamite,BTS,904863,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
151,"Counting Stars",OneRepublic,904737,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
152,"TUS LÁGRIMAS",Mora,902664,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
153,Toxic,BoyWithUke,897502,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
154,"love nwantiti (ah ah ah)",CKay,886191,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
155,"Someone You Loved","Lewis Capaldi",885729,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
156,"With you",Jimin,885562,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
157,"Dark Red","Steve Lacy",876661,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
158,"Blank Space","Taylor Swift",874277,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
159,"Cool for the Summer","Demi Lovato",873284,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
160,"Todo De Ti","Rauw Alejandro",872261,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
161,"When You're Gone","Shawn Mendes",871984,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
162,"Demasiadas Mujeres","C. Tangana",865409,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
163,Medallo,Blessd,862503,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
164,"Adore You","Harry Styles",861027,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
165,"Shape of You","Ed Sheeran",858935,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
166,"Si Quieren Frontear",Duki,854802,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
167,"10 Things I Hate About You","Leah Kate",851296,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
168,Riptide,"Vance Joy",850527,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
169,Unstoppable,Sia,847482,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
170,"Locked out of Heaven","Bruno Mars",844677,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
171,"After Dark",Mr.Kitty,827094,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
172,"This Love (Taylor’s Version)","Taylor Swift",824378,https://open.spotify.com/track/4d1CG5ei1E2vGbvmgf5KKv
173,"A Tu Merced","Bad Bunny",823908,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
174,"The Nights",Avicii,823743,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
175,"Smells Like Teen Spirit - Remastered",Nirvana,823132,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
176,"Mon Amour - Remix",zzoilo,817929,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
177,"Sweetest Pie","Megan Thee Stallion",812350,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
178,Heather,"Conan Gray",808824,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
179,Chale,"Eden Muñoz",806706,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
180,"Daddy Issues","The Neighbourhood",806448,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
181,"One Dance",Drake,805265,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
182,Perfect,"Ed Sheeran",802944,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
183,"No Ouvidinho","Felipe Amorim",801829,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
184,"The Foundations of Decay","My Chemical Romance",801815,https://open.spotify.com/track/6Pif6RkFoYzLygdqktus4Q
185,happier,"Olivia Rodrigo",797846,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
186,Iris,"The Goo Goo Dolls",795529,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
187,Freaks,"Surf Curse",793147,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
188,"You Right","Doja Cat",791167,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
189,"jealousy, jealousy","Olivia Rodrigo",790006,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
190,"Gangsta's Paradise",Coolio,788480,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
191,Revenge,XXXTENTACION,786147,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
192,Lost,"Frank Ocean",785620,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
193,"Mr. Brightside","The Killers",783022,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
194,"Termina Comigo Antes","Gusttavo Lima",781962,https://open.spotify.com/track/1K8AtBJXcdq5mywMnZuARP
195,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,774549,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
196,"Wake Me Up",Avicii,772710,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
197,Circles,"Post Malone",771626,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
198,"Die For You","The Weeknd",769460,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
199,"San Lucas","Kevin Kaarl",767954,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
200,"Dance Monkey","Tones And I",764682,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
