,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
99,"That That (prod. & feat. SUGA of BTS)",PSY,1079016,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
100,"Father Time (feat. Sampha)","Kendrick Lamar",1070339,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
101,"United In Grief","Kendrick Lamar",1067085,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
102,"Silent Hill","Kendrick Lamar",1064570,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
103,Agosto,"Bad Bunny",1060269,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
104,"In The Stars","Benson Boone",1056911,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
105,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1055921,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
106,"Dua Lipa","Jack Harlow",1039681,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
107,"Adore You","Harry Styles",1031343,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
108,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1019738,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
109,"No Role Modelz","J. Cole",1017232,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
110,"MONTERO (Call Me By Your Name)","Lil Nas X",1011507,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
111,Bones,"Imagine Dragons",1005732,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
112,Sunroof,"Nicky Youre",994281,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
113,Pasoori,"Shae Gill",993214,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
114,Believer,"Imagine Dragons",991421,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
115,"lovely (with Khalid)","Billie Eilish",988583,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
116,"Without Me",Eminem,982336,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
117,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",964973,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
118,Softcore,"The Neighbourhood",964833,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
119,Beggin',Måneskin,962402,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
120,"she's all i wanna be","Tate McRae",953828,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
121,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",953343,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
122,"Don’t Blame Me","Taylor Swift",946574,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
123,"Sweetest Pie","Megan Thee Stallion",935227,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
124,Yellow,Coldplay,932294,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
125,"Where Did You Go? (feat. MNEK)","Jax Jones",925169,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
126,Butter,BTS,923283,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
127,Payphone,"Maroon 5",915976,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
128,DÁKITI,"Bad Bunny",911576,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
129,Pantysito,Alejo,910777,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
130,"Bohemian Rhapsody - Remastered 2011",Queen,907384,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
131,"The Real Slim Shady",Eminem,902137,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
132,"LOVE DIVE",IVE,899884,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
133,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,895450,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
134,Golden,"Harry Styles",894255,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
135,"Counting Stars",OneRepublic,892887,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
136,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",891901,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
137,"One Right Now (with The Weeknd)","Post Malone",891738,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
138,"Do It To It",ACRAZE,891089,https://open.spotify.com/track/20on25jryn53hWghthWWW3
139,"Don't Start Now","Dua Lipa",887726,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
140,Falling,"Harry Styles",883626,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
141,"Balanço da Rede","Matheus Fernandes",880159,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
142,"PUFFIN ON ZOOTIEZ",Future,880040,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
143,"Count Me Out","Kendrick Lamar",877666,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
144,Dynamite,BTS,876212,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
145,"Someone You Loved","Lewis Capaldi",875375,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
146,Toxic,BoyWithUke,864276,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
147,"After Dark",Mr.Kitty,864078,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
148,"Todo De Ti","Rauw Alejandro",860700,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
149,"TUS LÁGRIMAS",Mora,857697,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
150,"Blank Space","Taylor Swift",855737,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
151,"No Ouvidinho","Felipe Amorim",849778,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
152,"Die For You","The Weeknd",848309,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
153,"love nwantiti (ah ah ah)",CKay,847744,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
154,"Shape of You","Ed Sheeran",845508,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
155,FEARLESS,"LE SSERAFIM",844694,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
156,"Cool for the Summer","Demi Lovato",842589,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
157,"Dark Red","Steve Lacy",840931,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
158,ZOOM,Jessi,840005,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
159,Riptide,"Vance Joy",838109,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
160,"When You're Gone","Shawn Mendes",837795,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
161,Unstoppable,Sia,835794,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
162,"Beautiful Girl",Luciano,831886,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
163,Heather,"Conan Gray",828879,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
164,"Daddy Issues","The Neighbourhood",824738,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
165,"Tacones Rojos","Sebastian Yatra",823343,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
166,Iris,"The Goo Goo Dolls",818454,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
167,"Termina Comigo Antes","Gusttavo Lima",816891,https://open.spotify.com/track/1K8AtBJXcdq5mywMnZuARP
168,"Locked out of Heaven","Bruno Mars",816273,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
169,París,Morat,815652,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
170,happier,"Olivia Rodrigo",815595,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
171,"10 Things I Hate About You","Leah Kate",813662,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
172,"The Nights",Avicii,813641,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
173,"jealousy, jealousy","Olivia Rodrigo",811960,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
174,"Smells Like Teen Spirit - Remastered",Nirvana,806059,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
175,Perfect,"Ed Sheeran",800682,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
176,"One Dance",Drake,799938,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
177,Medallo,Blessd,795354,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
178,"Gangsta's Paradise",Coolio,790974,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
179,"Plan A","Paulo Londra",787272,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
180,"Mr. Brightside","The Killers",783358,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
181,Revenge,XXXTENTACION,782602,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
182,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,782438,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
183,"You Right","Doja Cat",782239,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
184,"Si Quieren Frontear",Duki,781490,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
185,Freaks,"Surf Curse",780568,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
186,"ERRO PLANEJADO - Ao Vivo","Luan Santana",774234,https://open.spotify.com/track/0sjhY8nPIm6cPOQfyUPmJe
187,"You Proof","Morgan Wallen",773212,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
188,"Mon Amour - Remix",zzoilo,773199,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
189,"There's Nothing Holdin' Me Back","Shawn Mendes",770057,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
190,Chale,"Eden Muñoz",765674,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
191,"favorite crime","Olivia Rodrigo",764825,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
192,Savior,"Kendrick Lamar",764216,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
193,"Wake Me Up",Avicii,760537,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
194,"Demasiadas Mujeres","C. Tangana",756562,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
195,"sentaDONA (Remix) s2","Davi Kneip",753069,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
196,Levitating,"Dua Lipa",752408,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
197,"En El Radio Un Cochinero","Victor Cibrian",751694,https://open.spotify.com/track/2NWaWZZLFMcr5P4uI2KvWy
198,"We Cry Together","Kendrick Lamar",751607,https://open.spotify.com/track/0RAvy97QRPzO2AfK5Dw6j3
199,"With you",Jimin,751499,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
200,"Dance Monkey","Tones And I",745775,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
