,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"Un Ratito","Bad Bunny",2372476,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
31,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",2252782,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
32,Boyfriends,"Harry Styles",2182778,https://open.spotify.com/track/6qj02zSeEJGWZ4c0dn5QzJ
33,Ghost,"Justin Bieber",2167406,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
34,MAMIII,"Becky G",2155534,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
35,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2146192,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
36,"Una Noche en Medellín","Cris Mj",2094394,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
37,"Yo No Soy Celoso","Bad Bunny",2033356,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
38,Woman,"Doja Cat",2011878,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
39,Shivers,"Ed Sheeran",1942847,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
40,Neverita,"Bad Bunny",1910629,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
41,"Me Fui de Vacaciones","Bad Bunny",1899574,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
42,"Cooped Up (with Roddy Ricch)","Post Malone",1866673,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
43,"WAIT FOR U (feat. Drake & Tems)",Future,1859889,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
44,Desesperados,"Rauw Alejandro",1854020,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
45,"La Corriente","Bad Bunny",1842839,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
46,Envolver,Anitta,1817754,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
47,"Die Hard","Kendrick Lamar",1810824,https://open.spotify.com/track/6gI9b2VsoWhjhIuIeToDVs
48,"good 4 u","Olivia Rodrigo",1785321,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
49,"Until I Found You","Stephen Sanchez",1781356,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
50,"Where Are You Now","Lost Frequencies",1774630,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
51,"Watermelon Sugar","Harry Styles",1755710,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
52,Andrea,"Bad Bunny",1750810,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
53,abcdefu,GAYLE,1723603,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
54,"Easy On Me",Adele,1686965,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
55,"ULTRA SOLO","Polimá Westcoast",1670699,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
56,"Bad Habits","Ed Sheeran",1670098,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
57,Aguacero,"Bad Bunny",1638940,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
58,"Wait a Minute!",WILLOW,1633964,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
59,"The Motto",Tiësto,1631158,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
60,"Te Felicito",Shakira,1625661,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
61,"Another Love","Tom Odell",1621152,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
62,Dandelions,"Ruth B.",1616347,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
63,"Blinding Lights","The Weeknd",1597883,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
64,Jordan,"Ryan Castro",1595667,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
65,"Un Coco","Bad Bunny",1580498,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
66,"THATS WHAT I WANT","Lil Nas X",1562039,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
67,"Otro Atardecer","Bad Bunny",1539839,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
68,"Sweater Weather","The Neighbourhood",1532201,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
69,"ACORDA PEDRINHO","Jovem Dionisio",1527698,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY
70,"Dos Mil 16","Bad Bunny",1513522,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
71,Pepas,Farruko,1511871,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
72,"X ÚLTIMA VEZ","Daddy Yankee",1484731,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
73,"Fuera del mercado","Danny Ocean",1456549,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
74,"My Universe",Coldplay,1450912,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
75,"Un Verano Sin Ti","Bad Bunny",1434838,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
76,traitor,"Olivia Rodrigo",1414474,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
77,"Enséñame a Bailar","Bad Bunny",1397709,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
78,"Light Switch","Charlie Puth",1369913,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
79,Boyfriend,"Dove Cameron",1344174,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
80,"House of Memories","Panic! At The Disco",1342467,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
81,"Kiss Me More (feat. SZA)","Doja Cat",1340603,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
82,"Levitating (feat. DaBaby)","Dua Lipa",1339900,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
83,Callaita,"Bad Bunny",1333872,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
84,"drivers license","Olivia Rodrigo",1333767,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
85,"I Love You So","The Walters",1287793,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
86,Infinity,"Jaymes Young",1281440,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
87,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",1274317,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
88,"Save Your Tears","The Weeknd",1257840,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
89,"Need to Know","Doja Cat",1246822,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
90,"deja vu","Olivia Rodrigo",1245167,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
91,"El Apagón","Bad Bunny",1242580,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
92,505,"Arctic Monkeys",1227833,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
93,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1204278,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
94,SUPERMODEL,Måneskin,1201380,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
95,"Without Me",Eminem,1198647,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
96,"Thousand Miles","The Kid LAROI",1186393,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
97,"Angel Baby","Troye Sivan",1179007,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
98,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1174393,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
99,"Happier Than Ever","Billie Eilish",1174242,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
100,Agosto,"Bad Bunny",1173741,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
101,"In The Stars","Benson Boone",1166970,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
102,"No Role Modelz","J. Cole",1156253,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
103,Yonaguni,"Bad Bunny",1145993,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
104,"Rich Spirit","Kendrick Lamar",1136025,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
105,Bones,"Imagine Dragons",1126264,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
106,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1113230,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
107,"MONTERO (Call Me By Your Name)","Lil Nas X",1099847,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
108,"Dua Lipa","Jack Harlow",1094388,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
109,"Don’t Blame Me","Taylor Swift",1087067,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
110,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1083126,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
111,Iris,"The Goo Goo Dolls",1083003,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
112,"lovely (with Khalid)","Billie Eilish",1079399,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
113,"Adore You","Harry Styles",1078214,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
114,Believer,"Imagine Dragons",1070421,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
115,"she's all i wanna be","Tate McRae",1069463,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
116,"Do It To It",ACRAZE,1065397,https://open.spotify.com/track/20on25jryn53hWghthWWW3
117,"Where Did You Go? (feat. MNEK)","Jax Jones",1058211,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
118,Sunroof,"Nicky Youre",1057924,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
119,"That That (prod. & feat. SUGA of BTS)",PSY,1052911,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
120,Yellow,Coldplay,1049181,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
121,"Sweetest Pie","Megan Thee Stallion",1047964,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
122,"United In Grief","Kendrick Lamar",1047015,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
123,Beggin',Måneskin,1045962,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
124,"The Real Slim Shady",Eminem,1043106,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
125,"Don't Start Now","Dua Lipa",1033592,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
126,Softcore,"The Neighbourhood",1019132,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
127,"Die Young (feat. 347aidan)","Sleepy Hallow",1017908,https://open.spotify.com/track/6EbVuwU7EnKeF2hdpViXCH
128,"One Right Now (with The Weeknd)","Post Malone",1015118,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
129,"Silent Hill","Kendrick Lamar",1010761,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
130,Pantysito,Alejo,1008514,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
131,Payphone,"Maroon 5",1002027,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
132,"Die For You","The Weeknd",1000100,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
133,"Father Time (feat. Sampha)","Kendrick Lamar",995111,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
134,DÁKITI,"Bad Bunny",994197,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
135,"Someone You Loved","Lewis Capaldi",991125,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
136,"Blank Space","Taylor Swift",988960,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
137,"Counting Stars",OneRepublic,984286,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
138,"TUS LÁGRIMAS",Mora,978229,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
139,Pasoori,"Shae Gill",975618,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
140,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",970680,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
141,"PUFFIN ON ZOOTIEZ",Future,962583,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
142,"When You're Gone","Shawn Mendes",958966,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
143,"Bohemian Rhapsody - Remastered 2011",Queen,955447,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
144,Unstoppable,Sia,952113,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
145,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,950356,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
146,"Smells Like Teen Spirit - Remastered",Nirvana,940409,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
147,"Shape of You","Ed Sheeran",933808,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
148,"After Dark",Mr.Kitty,930476,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
149,Dynamite,BTS,915763,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
150,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,915523,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
151,"Gangsta's Paradise",Coolio,915133,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
152,"Todo De Ti","Rauw Alejandro",914752,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
153,"love nwantiti (ah ah ah)",CKay,913068,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
154,"Cool for the Summer","Demi Lovato",912276,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
155,"10 Things I Hate About You","Leah Kate",911890,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
156,"Locked out of Heaven","Bruno Mars",909901,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
157,FEARLESS,"LE SSERAFIM",909620,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
158,"LOVE DIVE",IVE,908359,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
159,Butter,BTS,904001,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
160,"'Till I Collapse",Eminem,891266,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
161,Heather,"Conan Gray",890792,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
162,"The Nights",Avicii,890586,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
163,"Mr. Brightside","The Killers",888332,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
164,"One Dance",Drake,887073,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
165,"Dark Red","Steve Lacy",885931,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
166,Perfect,"Ed Sheeran",885268,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
167,"Tacones Rojos","Sebastian Yatra",877880,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
168,"There's Nothing Holdin' Me Back","Shawn Mendes",876064,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
169,Riptide,"Vance Joy",875195,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
170,"Balanço da Rede","Matheus Fernandes",870236,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
171,happier,"Olivia Rodrigo",867475,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
172,Toxic,BoyWithUke,864557,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
173,Falling,"Harry Styles",863537,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
174,"Daddy Issues","The Neighbourhood",863513,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
175,París,Morat,858895,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
176,Revenge,XXXTENTACION,854907,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
177,Circles,"Post Malone",853652,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
178,"You Right","Doja Cat",852535,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
179,ZOOM,Jessi,847771,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
180,"Wake Me Up",Avicii,847719,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
181,Medallo,Blessd,845016,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
182,"Si Quieren Frontear",Duki,842121,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
183,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",839894,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
184,"Still D.R.E.","Dr. Dre",836945,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
185,"Only Love Can Hurt Like This","Paloma Faith",836927,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8
186,Golden,"Harry Styles",835526,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
187,"jealousy, jealousy","Olivia Rodrigo",831870,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
188,"Crazy What Love Can Do","David Guetta",831267,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
189,"Mon Amour - Remix",zzoilo,830855,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
190,"Night Changes","One Direction",829089,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
191,Señorita,"Shawn Mendes",827366,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
192,Starboy,"The Weeknd",823369,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
193,"favorite crime","Olivia Rodrigo",823146,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
194,Photograph,"Ed Sheeran",822022,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
195,"Take Me To Church",Hozier,819886,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
196,"San Lucas","Kevin Kaarl",818319,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
197,"Sweet Child O' Mine","Guns N' Roses",818088,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
198,"Beautiful Girl",Luciano,817394,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
199,"Something Just Like This","The Chainsmokers",817104,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
200,"Love Yourself","Justin Bieber",817012,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
