,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
22,"Heat Waves","Glass Animals",3625451,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
23,"Después de la Playa","Bad Bunny",3035170,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2
24,N95,"Kendrick Lamar",3022531,https://open.spotify.com/track/2FeBslNBMdR9V58uv6hd2t
25,"STAY (with Justin Bieber)","The Kid LAROI",2994093,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
26,Tarot,"Bad Bunny",2964739,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN
27,"Bam Bam (feat. Ed Sheeran)","Camila Cabello",2907096,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a
28,"Cold Heart - PNAU Remix","Elton John",2697074,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h
29,"Un Ratito","Bad Bunny",2529381,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
30,"Una Noche en Medellín","Cris Mj",2490639,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
31,"MIDDLE OF THE NIGHT","Elley Duhé",2490103,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
32,Efecto,"Bad Bunny",2471220,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx
33,MAMIII,"Becky G",2381821,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
34,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",2340928,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
35,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2269001,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
36,"Die Hard","Kendrick Lamar",2207930,https://open.spotify.com/track/6gI9b2VsoWhjhIuIeToDVs
37,"Yo No Soy Celoso","Bad Bunny",2207546,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
38,"Me Fui de Vacaciones","Bad Bunny",2143968,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
39,Ghost,"Justin Bieber",2104823,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
40,Woman,"Doja Cat",2103889,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
41,Neverita,"Bad Bunny",2089990,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
42,Desesperados,"Rauw Alejandro",2080786,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
43,Envolver,Anitta,2052754,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
44,Shivers,"Ed Sheeran",2022355,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
45,"Cooped Up (with Roddy Ricch)","Post Malone",2020958,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
46,"La Corriente","Bad Bunny",2017240,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
47,"Where Are You Now","Lost Frequencies",1939976,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
48,"WAIT FOR U (feat. Drake & Tems)",Future,1933230,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
49,Andrea,"Bad Bunny",1881164,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
50,"Watermelon Sugar","Harry Styles",1845708,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
51,abcdefu,GAYLE,1836763,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
52,Jordan,"Ryan Castro",1809750,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
53,"ULTRA SOLO","Polimá Westcoast",1808215,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
54,"good 4 u","Olivia Rodrigo",1794885,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
55,Pepas,Farruko,1779498,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
56,"Bad Habits","Ed Sheeran",1752773,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
57,"The Motto",Tiësto,1743613,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
58,Aguacero,"Bad Bunny",1715554,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
59,"Un Coco","Bad Bunny",1701952,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
60,"Dos Mil 16","Bad Bunny",1693089,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
61,"Easy On Me",Adele,1662441,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
62,"Otro Atardecer","Bad Bunny",1659832,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
63,"THATS WHAT I WANT","Lil Nas X",1659115,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
64,"Wait a Minute!",WILLOW,1651269,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
65,"X ÚLTIMA VEZ","Daddy Yankee",1648699,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
66,"Blinding Lights","The Weeknd",1634830,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
67,"Until I Found You","Stephen Sanchez",1610088,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
68,"Fuera del mercado","Danny Ocean",1608077,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
69,"Te Felicito",Shakira,1579273,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
70,Dandelions,"Ruth B.",1565349,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
71,"Another Love","Tom Odell",1551521,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
72,"Un Verano Sin Ti","Bad Bunny",1541442,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
73,"Enséñame a Bailar","Bad Bunny",1506320,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
74,"Sweater Weather","The Neighbourhood",1494296,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
75,"My Universe",Coldplay,1453812,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
76,Callaita,"Bad Bunny",1431094,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
77,"Light Switch","Charlie Puth",1424417,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
78,"El Apagón","Bad Bunny",1409538,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
79,"Kiss Me More (feat. SZA)","Doja Cat",1397011,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
80,"Rich Spirit","Kendrick Lamar",1394568,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
81,"Levitating (feat. DaBaby)","Dua Lipa",1388958,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
82,traitor,"Olivia Rodrigo",1365593,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
83,Boyfriend,"Dove Cameron",1352683,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
84,SUPERMODEL,Måneskin,1324315,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
85,"House of Memories","Panic! At The Disco",1323380,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
86,"Father Time (feat. Sampha)","Kendrick Lamar",1313266,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
87,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1305066,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
88,"United In Grief","Kendrick Lamar",1300940,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
89,"Silent Hill","Kendrick Lamar",1293522,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
90,"drivers license","Olivia Rodrigo",1290064,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
91,Infinity,"Jaymes Young",1284135,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
92,Yonaguni,"Bad Bunny",1282732,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
93,"I Love You So","The Walters",1274424,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
94,"Save Your Tears","The Weeknd",1271325,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
95,"Need to Know","Doja Cat",1269438,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
96,Agosto,"Bad Bunny",1251403,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
97,"Thousand Miles","The Kid LAROI",1247378,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
98,"ACORDA PEDRINHO","Jovem Dionisio",1229744,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY
99,"Dua Lipa","Jack Harlow",1213923,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
100,"deja vu","Olivia Rodrigo",1213515,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
101,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1193590,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
102,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1191581,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
103,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",1188779,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
104,"That That (prod. & feat. SUGA of BTS)",PSY,1176277,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
105,505,"Arctic Monkeys",1173234,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
106,Bones,"Imagine Dragons",1154815,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
107,"Where Did You Go? (feat. MNEK)","Jax Jones",1141896,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
108,"MONTERO (Call Me By Your Name)","Lil Nas X",1138634,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
109,"Happier Than Ever","Billie Eilish",1135760,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
110,"Angel Baby","Troye Sivan",1135367,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
111,"In The Stars","Benson Boone",1132859,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
112,"Without Me",Eminem,1129141,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
113,"Do It To It",ACRAZE,1126188,https://open.spotify.com/track/20on25jryn53hWghthWWW3
114,"Adore You","Harry Styles",1120418,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
115,Believer,"Imagine Dragons",1115072,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
116,Pantysito,Alejo,1112028,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
117,Beggin',Måneskin,1108280,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
118,"No Role Modelz","J. Cole",1107076,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
119,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1098410,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
120,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1098328,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
121,Sunroof,"Nicky Youre",1075659,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
122,"Count Me Out","Kendrick Lamar",1065374,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
123,"Don't Start Now","Dua Lipa",1061784,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
124,"she's all i wanna be","Tate McRae",1057373,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
125,"Balanço da Rede","Matheus Fernandes",1047135,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
126,"TUS LÁGRIMAS",Mora,1046215,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
127,DÁKITI,"Bad Bunny",1044052,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
128,Pasoori,"Shae Gill",1038207,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
129,"Todo De Ti","Rauw Alejandro",1032801,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
130,"No Ouvidinho","Felipe Amorim",1032109,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
131,"The Real Slim Shady",Eminem,1024712,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
132,"Bohemian Rhapsody - Remastered 2011",Queen,1024365,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
133,París,Morat,1020519,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
134,"lovely (with Khalid)","Billie Eilish",1019817,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
135,"One Right Now (with The Weeknd)","Post Malone",1011652,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
136,"Sweetest Pie","Megan Thee Stallion",1006835,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
137,"Beautiful Girl",Luciano,997688,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
138,Payphone,"Maroon 5",992701,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
139,"Tacones Rojos","Sebastian Yatra",990532,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
140,"Termina Comigo Antes","Gusttavo Lima",990261,https://open.spotify.com/track/1K8AtBJXcdq5mywMnZuARP
141,"PUFFIN ON ZOOTIEZ",Future,987038,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
142,Butter,BTS,984188,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
143,Softcore,"The Neighbourhood",983983,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
144,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",983837,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
145,Medallo,Blessd,983403,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
146,"ERRO PLANEJADO - Ao Vivo","Luan Santana",979931,https://open.spotify.com/track/0sjhY8nPIm6cPOQfyUPmJe
147,"Counting Stars",OneRepublic,979515,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
148,Yellow,Coldplay,974731,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
149,Golden,"Harry Styles",964408,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
150,"love nwantiti (ah ah ah)",CKay,956607,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
151,"Si Quieren Frontear",Duki,955214,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
152,"Shape of You","Ed Sheeran",951028,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
153,Dynamite,BTS,943143,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
154,"Cool for the Summer","Demi Lovato",941128,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
155,"TOUT VA BIEN (feat. Ninho & Naps)",Alonzo,939625,https://open.spotify.com/track/6OZwia8loN0aPS0vTvsBjR
156,Unstoppable,Sia,939292,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
157,"Mon Amour - Remix",zzoilo,935702,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
158,"Someone You Loved","Lewis Capaldi",935416,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
159,"When You're Gone","Shawn Mendes",934302,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
160,Savior,"Kendrick Lamar",928832,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
161,"Plan A","Paulo Londra",925939,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
162,Toxic,BoyWithUke,924333,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
163,"sentaDONA (Remix) s2","Davi Kneip",923656,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
164,"Smells Like Teen Spirit - Remastered",Nirvana,922348,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
165,"Blank Space","Taylor Swift",918917,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
166,"You Proof","Morgan Wallen",917611,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
167,"We Cry Together","Kendrick Lamar",916526,https://open.spotify.com/track/0RAvy97QRPzO2AfK5Dw6j3
168,DANÇARINA,"PEDRO SAMPAIO",914216,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
169,"Demasiadas Mujeres","C. Tangana",912804,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
170,"Don’t Blame Me","Taylor Swift",912093,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
171,"Gangsta's Paradise",Coolio,910654,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
172,"LOVE DIVE",IVE,909691,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
173,Falling,"Harry Styles",908934,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
174,"The Nights",Avicii,908681,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
175,"Mr. Brightside","The Killers",906083,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
176,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,906058,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
177,Dengo,"João Gomes",905352,https://open.spotify.com/track/6Ulh9GPYz6JKdv04qc3q2U
178,Riptide,"Vance Joy",899175,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
179,"One Dance",Drake,898160,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
180,"After Dark",Mr.Kitty,896680,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
181,"Locked out of Heaven","Bruno Mars",887804,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
182,ZOOM,Jessi,886814,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
183,"Tchuco Nela","MC Rogerinho",882932,https://open.spotify.com/track/3ShKPhFkexrwl7WoyTtNND
184,"La Triple T",TINI,882451,https://open.spotify.com/track/7kYbxvrGXv8cmKjkqgqhrw
185,"Crazy What Love Can Do","David Guetta",880242,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
186,"10 Things I Hate About You","Leah Kate",879262,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
187,"Dance Monkey","Tones And I",875029,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
188,"Wake Me Up",Avicii,869331,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
189,Perfect,"Ed Sheeran",866481,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
190,"Die For You","The Weeknd",859274,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
191,"You Right","Doja Cat",854767,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
192,"En El Radio Un Cochinero","Victor Cibrian",854324,https://open.spotify.com/track/2NWaWZZLFMcr5P4uI2KvWy
193,"Purple Hearts","Kendrick Lamar",853553,https://open.spotify.com/track/401160izncPtca3CmX3dvM
194,Chale,"Eden Muñoz",853194,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
195,Iris,"The Goo Goo Dolls",851936,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
196,"Honest (feat. Don Toliver)","Justin Bieber",849580,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
197,"Still D.R.E.","Dr. Dre",848883,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
198,"Worldwide Steppers","Kendrick Lamar",848306,https://open.spotify.com/track/5p56JT5F9a1z9pwXnqTg7d
199,"Dark Red","Steve Lacy",847837,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
200,"A Tu Merced","Bad Bunny",845018,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
