,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
42,"Me Fui de Vacaciones","Bad Bunny",1885598,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
43,"WAIT FOR U (feat. Drake & Tems)",Future,1880164,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
44,Neverita,"Bad Bunny",1880073,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
45,Desesperados,"Rauw Alejandro",1810009,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
46,"La Corriente","Bad Bunny",1799033,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
47,Envolver,Anitta,1798349,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
48,"Where Are You Now","Lost Frequencies",1770415,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
49,"Until I Found You","Stephen Sanchez",1765602,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
50,"good 4 u","Olivia Rodrigo",1760042,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
51,Andrea,"Bad Bunny",1756332,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
52,"Watermelon Sugar","Harry Styles",1747370,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
53,abcdefu,GAYLE,1726590,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
54,"Easy On Me",Adele,1682351,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
55,"Another Love","Tom Odell",1665654,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
56,"The Motto",Tiësto,1660614,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
57,"Bad Habits","Ed Sheeran",1650860,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
58,"ULTRA SOLO","Polimá Westcoast",1639704,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
59,"Wait a Minute!",WILLOW,1638077,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
60,Dandelions,"Ruth B.",1623695,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
61,Aguacero,"Bad Bunny",1598251,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
62,"Un Coco","Bad Bunny",1573056,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
63,Jordan,"Ryan Castro",1565377,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
64,"ACORDA PEDRINHO","Jovem Dionisio",1565196,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY
65,"Blinding Lights","The Weeknd",1564908,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
66,"THATS WHAT I WANT","Lil Nas X",1563257,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
67,"Te Felicito",Shakira,1557659,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
68,"Sweater Weather","The Neighbourhood",1548355,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
69,"Otro Atardecer","Bad Bunny",1530744,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
70,Pepas,Farruko,1519331,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
71,"Dos Mil 16","Bad Bunny",1499418,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
72,"My Universe",Coldplay,1463567,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
73,"X ÚLTIMA VEZ","Daddy Yankee",1460344,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
74,"Fuera del mercado","Danny Ocean",1441859,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
75,"Un Verano Sin Ti","Bad Bunny",1420915,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
76,traitor,"Olivia Rodrigo",1415099,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
77,"House of Memories","Panic! At The Disco",1398109,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
78,"Light Switch","Charlie Puth",1385175,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
79,"Enséñame a Bailar","Bad Bunny",1370067,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
80,Boyfriend,"Dove Cameron",1347743,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
81,"Kiss Me More (feat. SZA)","Doja Cat",1344292,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
82,"drivers license","Olivia Rodrigo",1325454,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
83,Callaita,"Bad Bunny",1313651,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
84,"Levitating (feat. DaBaby)","Dua Lipa",1313010,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
85,Infinity,"Jaymes Young",1308143,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
86,"I Love You So","The Walters",1295350,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
87,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",1273394,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
88,"Save Your Tears","The Weeknd",1260969,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
89,SUPERMODEL,Måneskin,1252397,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
90,"deja vu","Olivia Rodrigo",1243684,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
91,"Need to Know","Doja Cat",1239608,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
92,505,"Arctic Monkeys",1231274,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
93,"In The Stars","Benson Boone",1229598,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
94,"El Apagón","Bad Bunny",1225108,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
95,"Rich Spirit","Kendrick Lamar",1208672,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
96,"Thousand Miles","The Kid LAROI",1189584,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
97,"Happier Than Ever","Billie Eilish",1182696,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
98,"Angel Baby","Troye Sivan",1179953,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
99,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1179304,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
100,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1177757,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
101,"No Role Modelz","J. Cole",1176729,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
102,Agosto,"Bad Bunny",1156892,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
103,"Without Me",Eminem,1151616,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
104,Bones,"Imagine Dragons",1132974,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
105,Yonaguni,"Bad Bunny",1130058,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
106,"Don’t Blame Me","Taylor Swift",1125912,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
107,"Dua Lipa","Jack Harlow",1113036,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
108,"United In Grief","Kendrick Lamar",1101285,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
109,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1100268,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
110,"MONTERO (Call Me By Your Name)","Lil Nas X",1099810,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
111,"lovely (with Khalid)","Billie Eilish",1090602,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
112,"Adore You","Harry Styles",1089783,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
113,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1085632,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
114,"That That (prod. & feat. SUGA of BTS)",PSY,1078696,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
115,"she's all i wanna be","Tate McRae",1078396,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
116,"Where Did You Go? (feat. MNEK)","Jax Jones",1069364,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
117,"Father Time (feat. Sampha)","Kendrick Lamar",1066696,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
118,Iris,"The Goo Goo Dolls",1065327,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
119,"Do It To It",ACRAZE,1064213,https://open.spotify.com/track/20on25jryn53hWghthWWW3
120,"Silent Hill","Kendrick Lamar",1058439,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
121,Yellow,Coldplay,1057731,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
122,Sunroof,"Nicky Youre",1046057,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
123,Softcore,"The Neighbourhood",1044576,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
124,"Beautiful Girl",Luciano,1042810,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
125,Beggin',Måneskin,1041550,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
126,Believer,"Imagine Dragons",1038779,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
127,"Sweetest Pie","Megan Thee Stallion",1038654,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
128,"The Real Slim Shady",Eminem,1030139,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
129,"One Right Now (with The Weeknd)","Post Malone",1015862,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
130,Payphone,"Maroon 5",1014135,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
131,"Don't Start Now","Dua Lipa",1006728,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
132,"Someone You Loved","Lewis Capaldi",996843,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
133,"Counting Stars",OneRepublic,996193,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
134,"Die For You","The Weeknd",992169,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
135,"PUFFIN ON ZOOTIEZ",Future,989943,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
136,DÁKITI,"Bad Bunny",980378,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
137,"Blank Space","Taylor Swift",977147,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
138,Pantysito,Alejo,975157,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
139,Pasoori,"Shae Gill",972118,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
140,"When You're Gone","Shawn Mendes",970750,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
141,"TUS LÁGRIMAS",Mora,959142,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
142,Unstoppable,Sia,957536,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
143,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",957475,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
144,"After Dark",Mr.Kitty,957168,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
145,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,940998,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
146,"Smells Like Teen Spirit - Remastered",Nirvana,934321,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
147,Falling,"Harry Styles",934158,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
148,FEARLESS,"LE SSERAFIM",933418,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
149,"Bohemian Rhapsody - Remastered 2011",Queen,931152,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
150,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,930276,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
151,"10 Things I Hate About You","Leah Kate",929622,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
152,"Cool for the Summer","Demi Lovato",925871,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
153,"LOVE DIVE",IVE,919827,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
154,"Shape of You","Ed Sheeran",919589,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
155,"Gangsta's Paradise",Coolio,916030,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
156,Dynamite,BTS,914021,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
157,Butter,BTS,909092,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
158,"love nwantiti (ah ah ah)",CKay,908014,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
159,"Locked out of Heaven","Bruno Mars",902983,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
160,"TOUT VA BIEN (feat. Ninho & Naps)",Alonzo,900867,https://open.spotify.com/track/6OZwia8loN0aPS0vTvsBjR
161,"The Nights",Avicii,898016,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
162,"Todo De Ti","Rauw Alejandro",898006,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
163,Riptide,"Vance Joy",897163,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
164,"Dark Red","Steve Lacy",896577,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
165,Heather,"Conan Gray",892574,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
166,"One Dance",Drake,880501,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
167,"Count Me Out","Kendrick Lamar",877103,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
168,"Daddy Issues","The Neighbourhood",876892,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
169,"'Till I Collapse",Eminem,874383,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
170,Perfect,"Ed Sheeran",869234,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
171,happier,"Olivia Rodrigo",867194,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
172,Toxic,BoyWithUke,866936,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
173,"There's Nothing Holdin' Me Back","Shawn Mendes",866885,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
174,Golden,"Harry Styles",866185,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
175,Revenge,XXXTENTACION,859737,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
176,París,Morat,857943,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
177,"Only Love Can Hurt Like This","Paloma Faith",857394,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8
178,"Crazy What Love Can Do","David Guetta",851563,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
179,"You Right","Doja Cat",850614,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
180,Circles,"Post Malone",849503,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
181,Medallo,Blessd,847830,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
182,ZOOM,Jessi,847561,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
183,"Tacones Rojos","Sebastian Yatra",846916,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
184,"Wake Me Up",Avicii,846235,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
185,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",844703,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
186,"Balanço da Rede","Matheus Fernandes",843839,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
187,"jealousy, jealousy","Olivia Rodrigo",840414,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
188,"Mr. Brightside","The Killers",836876,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
189,"Still D.R.E.","Dr. Dre",836610,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
190,"favorite crime","Olivia Rodrigo",831354,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
191,"Honest (feat. Don Toliver)","Justin Bieber",831067,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
192,"Si Quieren Frontear",Duki,825403,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
193,"Je M'appelle",Benzz,824318,https://open.spotify.com/track/6A3SB2C4U6JtCavQOXLYNN
194,"Take Me To Church",Hozier,819372,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
195,Freaks,"Surf Curse",817475,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
196,"Something Just Like This","The Chainsmokers",817430,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
197,Photograph,"Ed Sheeran",817234,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
198,"Night Changes","One Direction",816723,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
199,"Belly Dancer",Imanbek,816281,https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil
200,Señorita,"Shawn Mendes",815171,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
