,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
18,Party,"Bad Bunny",4135408,https://open.spotify.com/track/4tYFy8ALRjIZvnvSLw5lxN
19,"First Class","Jack Harlow",4060794,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC
20,"About Damn Time",Lizzo,3947020,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3
21,PROVENZA,"KAROL G",3769131,https://open.spotify.com/track/7dSZ6zGTQx66c2GF91xCrb
22,"Heat Waves","Glass Animals",3613201,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
23,N95,"Kendrick Lamar",3554180,https://open.spotify.com/track/2FeBslNBMdR9V58uv6hd2t
24,Tarot,"Bad Bunny",3067636,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN
25,"Después de la Playa","Bad Bunny",3050458,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2
26,"STAY (with Justin Bieber)","The Kid LAROI",2980744,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
27,"Bam Bam (feat. Ed Sheeran)","Camila Cabello",2952765,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a
28,"Cold Heart - PNAU Remix","Elton John",2672477,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h
29,"Un Ratito","Bad Bunny",2627416,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
30,"Die Hard","Kendrick Lamar",2602361,https://open.spotify.com/track/6gI9b2VsoWhjhIuIeToDVs
31,"MIDDLE OF THE NIGHT","Elley Duhé",2521983,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
32,Efecto,"Bad Bunny",2498671,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx
33,"Una Noche en Medellín","Cris Mj",2390922,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
34,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",2351974,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
35,MAMIII,"Becky G",2307320,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
36,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2284305,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
37,"Cooped Up (with Roddy Ricch)","Post Malone",2278443,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
38,"Yo No Soy Celoso","Bad Bunny",2276555,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
39,"Me Fui de Vacaciones","Bad Bunny",2215299,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
40,Ghost,"Justin Bieber",2171156,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
41,Neverita,"Bad Bunny",2157592,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
42,"La Corriente","Bad Bunny",2091091,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
43,Woman,"Doja Cat",2086278,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
44,Shivers,"Ed Sheeran",2072143,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
45,"WAIT FOR U (feat. Drake & Tems)",Future,2043734,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
46,Desesperados,"Rauw Alejandro",2028533,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
47,Envolver,Anitta,1992934,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
48,"Where Are You Now","Lost Frequencies",1992679,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
49,Andrea,"Bad Bunny",1961273,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
50,"Watermelon Sugar","Harry Styles",1932961,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
51,abcdefu,GAYLE,1869988,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
52,"good 4 u","Olivia Rodrigo",1860863,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
53,"The Motto",Tiësto,1824505,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
54,"ULTRA SOLO","Polimá Westcoast",1815859,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
55,"Un Coco","Bad Bunny",1808907,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
56,Aguacero,"Bad Bunny",1794931,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
57,"Dos Mil 16","Bad Bunny",1790883,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
58,"Bad Habits","Ed Sheeran",1773691,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
59,"Easy On Me",Adele,1770504,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
60,Jordan,"Ryan Castro",1760547,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
61,"Otro Atardecer","Bad Bunny",1749694,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
62,Pepas,Farruko,1732335,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
63,"Wait a Minute!",WILLOW,1729961,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
64,"THATS WHAT I WANT","Lil Nas X",1691160,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
65,"Rich Spirit","Kendrick Lamar",1682210,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
66,"Until I Found You","Stephen Sanchez",1681016,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
67,"Blinding Lights","The Weeknd",1673710,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
68,"Father Time (feat. Sampha)","Kendrick Lamar",1655452,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
69,"United In Grief","Kendrick Lamar",1652259,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
70,"Another Love","Tom Odell",1650652,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
71,"X ÚLTIMA VEZ","Daddy Yankee",1642791,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
72,"Fuera del mercado","Danny Ocean",1637794,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
73,"Un Verano Sin Ti","Bad Bunny",1628003,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
74,Dandelions,"Ruth B.",1609107,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
75,"Enséñame a Bailar","Bad Bunny",1573137,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
76,"Silent Hill","Kendrick Lamar",1571111,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
77,"Te Felicito",Shakira,1563883,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
78,"Sweater Weather","The Neighbourhood",1558403,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
79,París,Morat,1516386,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
80,"My Universe",Coldplay,1494465,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
81,"El Apagón","Bad Bunny",1473925,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
82,Callaita,"Bad Bunny",1460762,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
83,"Light Switch","Charlie Puth",1443336,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
84,"Kiss Me More (feat. SZA)","Doja Cat",1435473,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
85,traitor,"Olivia Rodrigo",1408928,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
86,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1404460,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
87,"Levitating (feat. DaBaby)","Dua Lipa",1402094,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
88,SUPERMODEL,Måneskin,1400153,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
89,"House of Memories","Panic! At The Disco",1392733,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
90,Boyfriend,"Dove Cameron",1381471,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
91,"Count Me Out","Kendrick Lamar",1346679,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
92,"Dua Lipa","Jack Harlow",1341208,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
93,Agosto,"Bad Bunny",1340661,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
94,"drivers license","Olivia Rodrigo",1340364,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
95,Infinity,"Jaymes Young",1327867,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
96,"Save Your Tears","The Weeknd",1324252,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
97,"Need to Know","Doja Cat",1313029,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
98,"Thousand Miles","The Kid LAROI",1302091,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
99,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",1290831,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
100,"I Love You So","The Walters",1280633,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
101,"In The Stars","Benson Boone",1276997,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
102,"deja vu","Olivia Rodrigo",1257309,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
103,Yonaguni,"Bad Bunny",1255493,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
104,"Adore You","Harry Styles",1243628,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
105,"That That (prod. & feat. SUGA of BTS)",PSY,1241289,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
106,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1236060,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
107,"No Role Modelz","J. Cole",1228223,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
108,505,"Arctic Monkeys",1224038,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
109,Bones,"Imagine Dragons",1195424,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
110,"Happier Than Ever","Billie Eilish",1192936,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
111,"Without Me",Eminem,1191480,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
112,Savior,"Kendrick Lamar",1188583,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
113,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1177840,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
114,"Angel Baby","Troye Sivan",1166097,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
115,"We Cry Together","Kendrick Lamar",1159592,https://open.spotify.com/track/0RAvy97QRPzO2AfK5Dw6j3
116,"Where Did You Go? (feat. MNEK)","Jax Jones",1150856,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
117,"MONTERO (Call Me By Your Name)","Lil Nas X",1149149,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
118,"Do It To It",ACRAZE,1147266,https://open.spotify.com/track/20on25jryn53hWghthWWW3
119,"Beautiful Girl",Luciano,1145033,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
120,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,1140328,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
121,Pantysito,Alejo,1119946,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
122,Beggin',Måneskin,1116731,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
123,"she's all i wanna be","Tate McRae",1112398,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
124,"PUFFIN ON ZOOTIEZ",Future,1104251,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
125,"Don't Start Now","Dua Lipa",1100083,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
126,Golden,"Harry Styles",1096447,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
127,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1094130,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
128,Believer,"Imagine Dragons",1091245,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
129,"Worldwide Steppers","Kendrick Lamar",1087869,https://open.spotify.com/track/5p56JT5F9a1z9pwXnqTg7d
130,"You Proof","Morgan Wallen",1074776,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
131,"The Real Slim Shady",Eminem,1074484,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
132,"TUS LÁGRIMAS",Mora,1071860,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
133,"lovely (with Khalid)","Billie Eilish",1066133,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
134,"Purple Hearts","Kendrick Lamar",1065691,https://open.spotify.com/track/401160izncPtca3CmX3dvM
135,"One Right Now (with The Weeknd)","Post Malone",1058029,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
136,Sunroof,"Nicky Youre",1048863,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
137,Softcore,"The Neighbourhood",1040013,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
138,Falling,"Harry Styles",1028088,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
139,DÁKITI,"Bad Bunny",1027497,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
140,Yellow,Coldplay,1023717,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
141,Payphone,"Maroon 5",1020173,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
142,Pasoori,"Shae Gill",1015143,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
143,"Todo De Ti","Rauw Alejandro",1014084,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
144,"When You're Gone","Shawn Mendes",1009364,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
145,"Counting Stars",OneRepublic,1008633,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
146,"Sweetest Pie","Megan Thee Stallion",1000975,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
147,"Someone You Loved","Lewis Capaldi",998316,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
148,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",996245,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
149,"Bohemian Rhapsody - Remastered 2011",Queen,994497,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
150,Butter,BTS,990935,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
151,"Tacones Rojos","Sebastian Yatra",984054,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
152,Medallo,Blessd,982281,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
153,Unstoppable,Sia,973907,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
154,"Si Quieren Frontear",Duki,967887,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
155,"Cool for the Summer","Demi Lovato",967452,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
156,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,962513,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
157,"Smells Like Teen Spirit - Remastered",Nirvana,958549,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
158,"Don’t Blame Me","Taylor Swift",956103,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
159,"love nwantiti (ah ah ah)",CKay,952210,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
160,Dynamite,BTS,949078,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
161,"Blank Space","Taylor Swift",948644,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
162,"Shape of You","Ed Sheeran",944988,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
163,"Plan A","Paulo Londra",938425,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
164,"LOVE DIVE",IVE,936922,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
165,"After Dark",Mr.Kitty,936809,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
166,"10 Things I Hate About You","Leah Kate",936726,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
167,"Demasiadas Mujeres","C. Tangana",934606,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
168,"Stefania (Kalush Orchestra)",KALUSH,929812,https://open.spotify.com/track/2vHzOWRKYPLu8umRPIFuOq
169,"Locked out of Heaven","Bruno Mars",928826,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
170,"The Nights",Avicii,928401,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
171,"Mr. Brightside","The Killers",927382,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
172,"ACORDA PEDRINHO","Jovem Dionisio",926015,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY
173,"Die For You","The Weeknd",924500,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
174,Riptide,"Vance Joy",924157,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
175,"Gangsta's Paradise",Coolio,924007,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
176,"Honest (feat. Don Toliver)","Justin Bieber",916920,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
177,"Mon Amour - Remix",zzoilo,913977,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
178,"One Dance",Drake,913847,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
179,ZOOM,Jessi,911228,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
180,"Dark Red","Steve Lacy",902411,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
181,Toxic,BoyWithUke,899903,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
182,"Crazy What Love Can Do","David Guetta",896764,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
183,Iris,"The Goo Goo Dolls",893319,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
184,"TOUT VA BIEN (feat. Ninho & Naps)",Alonzo,887994,https://open.spotify.com/track/6OZwia8loN0aPS0vTvsBjR
185,"Still D.R.E.","Dr. Dre",886720,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
186,"Wake Me Up",Avicii,884889,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
187,"You Right","Doja Cat",879658,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
188,"There's Nothing Holdin' Me Back","Shawn Mendes",876077,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
189,Perfect,"Ed Sheeran",874341,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
190,Circles,"Post Malone",872811,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
191,"Mr. Morale","Kendrick Lamar",872363,https://open.spotify.com/track/7zvfDihYiJ8RQ1nRcpKBF5
192,"Churchill Downs (feat. Drake)","Jack Harlow",871223,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
193,"'Till I Collapse",Eminem,865802,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
194,"Daddy Issues","The Neighbourhood",865585,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
195,happier,"Olivia Rodrigo",864216,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
196,"Sign of the Times","Harry Styles",863441,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
197,FEARLESS,"LE SSERAFIM",861975,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
198,Heather,"Conan Gray",860963,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
199,Revenge,XXXTENTACION,853907,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
200,"Dance Monkey","Tones And I",853897,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
