,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
34,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",2112355,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
35,MAMIII,"Becky G",2085184,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
36,"Una Noche en Medellín","Cris Mj",2043624,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
37,"Yo No Soy Celoso","Bad Bunny",2024289,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1
38,"Die Hard","Kendrick Lamar",1995053,https://open.spotify.com/track/6gI9b2VsoWhjhIuIeToDVs
39,Woman,"Doja Cat",1939840,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
40,"Me Fui de Vacaciones","Bad Bunny",1924481,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T
41,Neverita,"Bad Bunny",1922181,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
42,"WAIT FOR U (feat. Drake & Tems)",Future,1898996,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
43,"Cooped Up (with Roddy Ricch)","Post Malone",1883066,https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81
44,Shivers,"Ed Sheeran",1880839,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
45,"La Corriente","Bad Bunny",1825977,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
46,Desesperados,"Rauw Alejandro",1792162,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
47,Andrea,"Bad Bunny",1780600,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
48,Envolver,Anitta,1777097,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
49,"Until I Found You","Stephen Sanchez",1763957,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
50,"good 4 u","Olivia Rodrigo",1744225,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
51,"Watermelon Sugar","Harry Styles",1739527,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
52,"Where Are You Now","Lost Frequencies",1718701,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
53,"Easy On Me",Adele,1680602,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
54,abcdefu,GAYLE,1677105,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
55,"Another Love","Tom Odell",1652358,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
56,"ULTRA SOLO","Polimá Westcoast",1639264,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
57,Dandelions,"Ruth B.",1633206,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
58,Aguacero,"Bad Bunny",1623154,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
59,"Wait a Minute!",WILLOW,1621726,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
60,"Un Coco","Bad Bunny",1606342,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
61,"Bad Habits","Ed Sheeran",1604402,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
62,"The Motto",Tiësto,1601532,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
63,"Otro Atardecer","Bad Bunny",1564505,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
64,"THATS WHAT I WANT","Lil Nas X",1560689,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
65,"ACORDA PEDRINHO","Jovem Dionisio",1548262,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY
66,"Dos Mil 16","Bad Bunny",1547660,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
67,"Te Felicito",Shakira,1546832,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
68,"Blinding Lights","The Weeknd",1542120,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
69,"Sweater Weather","The Neighbourhood",1535419,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
70,Jordan,"Ryan Castro",1535021,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
71,"Fuera del mercado","Danny Ocean",1464122,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
72,"X ÚLTIMA VEZ","Daddy Yankee",1457471,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
73,"Un Verano Sin Ti","Bad Bunny",1452706,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
74,Pepas,Farruko,1418129,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
75,traitor,"Olivia Rodrigo",1405157,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
76,"My Universe",Coldplay,1402023,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
77,"Light Switch","Charlie Puth",1386714,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
78,"Enséñame a Bailar","Bad Bunny",1381515,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
79,Boyfriend,"Dove Cameron",1346542,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
80,"House of Memories","Panic! At The Disco",1346516,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
81,"Kiss Me More (feat. SZA)","Doja Cat",1342884,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
82,"drivers license","Olivia Rodrigo",1331626,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
83,"I Love You So","The Walters",1307540,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
84,"Levitating (feat. DaBaby)","Dua Lipa",1301749,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
85,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",1294978,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
86,Callaita,"Bad Bunny",1293992,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
87,Infinity,"Jaymes Young",1270189,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
88,"El Apagón","Bad Bunny",1270041,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
89,"Rich Spirit","Kendrick Lamar",1268658,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
90,SUPERMODEL,Måneskin,1254033,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
91,"Save Your Tears","The Weeknd",1253462,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
92,"deja vu","Olivia Rodrigo",1240214,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
93,"Need to Know","Doja Cat",1232266,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
94,505,"Arctic Monkeys",1229422,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
95,"In The Stars","Benson Boone",1218855,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
96,"Thousand Miles","The Kid LAROI",1201097,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
97,"Angel Baby","Troye Sivan",1199729,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
98,"Happier Than Ever","Billie Eilish",1182607,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
99,"No Role Modelz","J. Cole",1178926,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
100,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",1174704,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
101,Agosto,"Bad Bunny",1167733,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
102,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1159887,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
103,"United In Grief","Kendrick Lamar",1159707,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
104,Yonaguni,"Bad Bunny",1136243,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
105,"Father Time (feat. Sampha)","Kendrick Lamar",1130207,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
106,"Dua Lipa","Jack Harlow",1127441,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
107,"That That (prod. & feat. SUGA of BTS)",PSY,1124375,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
108,"Adore You","Harry Styles",1122475,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
109,Bones,"Imagine Dragons",1117230,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
110,"Don’t Blame Me","Taylor Swift",1116069,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
111,"Without Me",Eminem,1109913,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
112,"Silent Hill","Kendrick Lamar",1106259,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
113,"lovely (with Khalid)","Billie Eilish",1078599,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
114,"MONTERO (Call Me By Your Name)","Lil Nas X",1076840,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
115,Yellow,Coldplay,1075403,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
116,"she's all i wanna be","Tate McRae",1065385,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
117,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1053169,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
118,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1050370,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
119,Softcore,"The Neighbourhood",1045844,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
120,Believer,"Imagine Dragons",1034630,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
121,"Sweetest Pie","Megan Thee Stallion",1030572,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
122,Sunroof,"Nicky Youre",1030462,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
123,"Where Did You Go? (feat. MNEK)","Jax Jones",1013648,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
124,Beggin',Måneskin,1011079,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
125,"One Right Now (with The Weeknd)","Post Malone",1009407,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
126,"PUFFIN ON ZOOTIEZ",Future,1009203,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
127,"Do It To It",ACRAZE,1003917,https://open.spotify.com/track/20on25jryn53hWghthWWW3
128,"The Real Slim Shady",Eminem,1000369,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
129,"Don't Start Now","Dua Lipa",993803,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
130,"Someone You Loved","Lewis Capaldi",991756,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
131,Payphone,"Maroon 5",990801,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
132,"Die For You","The Weeknd",977430,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
133,"When You're Gone","Shawn Mendes",972712,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
134,Pasoori,"Shae Gill",972086,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
135,"Counting Stars",OneRepublic,968952,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
136,Pantysito,Alejo,965095,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
137,"TUS LÁGRIMAS",Mora,962638,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
138,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,960958,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
139,"After Dark",Mr.Kitty,955088,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
140,Falling,"Harry Styles",949600,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
141,Unstoppable,Sia,948119,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
142,DÁKITI,"Bad Bunny",947208,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
143,París,Morat,945668,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
144,FEARLESS,"LE SSERAFIM",944971,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
145,"Beautiful Girl",Luciano,941824,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
146,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",940988,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
147,"10 Things I Hate About You","Leah Kate",933405,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
148,Golden,"Harry Styles",932727,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
149,"Count Me Out","Kendrick Lamar",931712,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
150,"LOVE DIVE",IVE,930843,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
151,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,929492,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
152,"Blank Space","Taylor Swift",928091,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
153,Iris,"The Goo Goo Dolls",919627,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
154,"Cool for the Summer","Demi Lovato",917367,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
155,Butter,BTS,912645,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
156,"Dark Red","Steve Lacy",905491,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
157,"Smells Like Teen Spirit - Remastered",Nirvana,903950,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
158,Dynamite,BTS,901893,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
159,"Bohemian Rhapsody - Remastered 2011",Queen,896673,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
160,"Shape of You","Ed Sheeran",896028,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
161,"Todo De Ti","Rauw Alejandro",894966,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
162,"Locked out of Heaven","Bruno Mars",889195,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
163,"love nwantiti (ah ah ah)",CKay,886132,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
164,Heather,"Conan Gray",879831,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
165,"The Nights",Avicii,879291,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
166,"Daddy Issues","The Neighbourhood",876549,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
167,Riptide,"Vance Joy",873438,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
168,happier,"Olivia Rodrigo",867779,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
169,ZOOM,Jessi,864920,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
170,"Gangsta's Paradise",Coolio,862604,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
171,"'Till I Collapse",Eminem,860709,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
172,"Only Love Can Hurt Like This","Paloma Faith",856702,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8
173,Perfect,"Ed Sheeran",855946,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
174,"Honest (feat. Don Toliver)","Justin Bieber",855102,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
175,"One Dance",Drake,853582,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
176,Revenge,XXXTENTACION,853099,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
177,"You Right","Doja Cat",851269,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
178,"There's Nothing Holdin' Me Back","Shawn Mendes",848239,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
179,"Tacones Rojos","Sebastian Yatra",847541,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
180,Toxic,BoyWithUke,846932,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
181,Medallo,Blessd,842219,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
182,"TOUT VA BIEN (feat. Ninho & Naps)",Alonzo,841132,https://open.spotify.com/track/6OZwia8loN0aPS0vTvsBjR
183,"Si Quieren Frontear",Duki,839528,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
184,Circles,"Post Malone",834914,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
185,"jealousy, jealousy","Olivia Rodrigo",832363,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
186,"favorite crime","Olivia Rodrigo",831803,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
187,"Balanço da Rede","Matheus Fernandes",826898,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
188,"Wake Me Up",Avicii,820984,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
189,"You Proof","Morgan Wallen",814737,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
190,Savior,"Kendrick Lamar",814527,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
191,"Take Me To Church",Hozier,813668,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
192,"Mr. Brightside","The Killers",813419,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
193,Starboy,"The Weeknd",813154,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
194,Freaks,"Surf Curse",813004,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
195,"Plan A","Paulo Londra",811895,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
196,Photograph,"Ed Sheeran",810607,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
197,"Leave The Door Open","Bruno Mars",807445,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
198,"Mon Amour - Remix",zzoilo,804182,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
199,"Something Just Like This","The Chainsmokers",802536,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
200,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",802246,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
