,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,Desesperados,"Rauw Alejandro",13035274,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
47,Envolver,Anitta,12881769,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
48,"Where Are You Now","Lost Frequencies",12523513,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
49,Andrea,"Bad Bunny",12514223,https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH
50,"Watermelon Sugar","Harry Styles",12390865,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
51,"good 4 u","Olivia Rodrigo",12287804,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
52,abcdefu,GAYLE,12083556,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
53,"Until I Found You","Stephen Sanchez",11935131,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
54,"ULTRA SOLO","Polimá Westcoast",11706638,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
55,"Easy On Me",Adele,11622992,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
56,"Bad Habits","Ed Sheeran",11510023,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
57,"The Motto",Tiësto,11454003,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
58,Aguacero,"Bad Bunny",11426943,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
59,"Wait a Minute!",WILLOW,11401546,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
60,Jordan,"Ryan Castro",11321609,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
61,"Un Coco","Bad Bunny",11288384,https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk
62,"Another Love","Tom Odell",11248658,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
63,Dandelions,"Ruth B.",11193799,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
64,"THATS WHAT I WANT","Lil Nas X",11051519,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
65,"Otro Atardecer","Bad Bunny",11040204,https://open.spotify.com/track/0E0DRHf5PfMeor0ZCwB3oT
66,"Dos Mil 16","Bad Bunny",11016500,https://open.spotify.com/track/4d4ZXH4dr5bYfgErHiZCX2
67,"Blinding Lights","The Weeknd",10951113,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
68,Pepas,Farruko,10820474,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
69,"Te Felicito",Shakira,10671675,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
70,"Sweater Weather","The Neighbourhood",10626732,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
71,"X ÚLTIMA VEZ","Daddy Yankee",10472327,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
72,"Fuera del mercado","Danny Ocean",10367330,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
73,"Un Verano Sin Ti","Bad Bunny",10248168,https://open.spotify.com/track/18HOjcvTVV7W8YzBuOsAPS
74,"My Universe",Coldplay,9897694,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
75,"Enséñame a Bailar","Bad Bunny",9872149,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
76,traitor,"Olivia Rodrigo",9718731,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
77,"Light Switch","Charlie Puth",9668311,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
78,"Kiss Me More (feat. SZA)","Doja Cat",9420442,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
79,Boyfriend,"Dove Cameron",9366969,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
80,"House of Memories","Panic! At The Disco",9346475,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
81,Callaita,"Bad Bunny",9340393,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
82,"ACORDA PEDRINHO","Jovem Dionisio",9272036,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY
83,"Levitating (feat. DaBaby)","Dua Lipa",9205296,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
84,"drivers license","Olivia Rodrigo",9145470,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
85,"Rich Spirit","Kendrick Lamar",9117231,https://open.spotify.com/track/6kYGOFNUMxpab09L5Ukoke
86,"El Apagón","Bad Bunny",9072788,https://open.spotify.com/track/0UvZcEfpzVyx47QsRbjyBz
87,"I Love You So","The Walters",9018679,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
88,Infinity,"Jaymes Young",8886273,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
89,SUPERMODEL,Måneskin,8825019,https://open.spotify.com/track/63WuQOXohQIxOxIFA2K7bR
90,"Save Your Tears","The Weeknd",8732279,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
91,"Need to Know","Doja Cat",8643222,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
92,"deja vu","Olivia Rodrigo",8570970,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
93,"United In Grief","Kendrick Lamar",8521945,https://open.spotify.com/track/05zd5Nv0e02ZqrlC8A2cwx
94,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,8474022,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
95,505,"Arctic Monkeys",8462892,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
96,"La Llevo Al Cielo (Ft. Ñengo Flow)","Chris Jedi",8445740,https://open.spotify.com/track/6DoL1yYIwEW7VZMRaJhoJI
97,"Thousand Miles","The Kid LAROI",8442161,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg
98,"Father Time (feat. Sampha)","Kendrick Lamar",8412262,https://open.spotify.com/track/4xIhSUJantE6BMl3u8dtCJ
99,Agosto,"Bad Bunny",8314269,https://open.spotify.com/track/0wihfILRNOwE2156Shezc8
100,"In The Stars","Benson Boone",8284958,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn
101,"Silent Hill","Kendrick Lamar",8250475,https://open.spotify.com/track/3tYTyAt1q6BFBiGyYVOLhi
102,Yonaguni,"Bad Bunny",8159774,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
103,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",8146045,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
104,"Angel Baby","Troye Sivan",8138120,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
105,"Happier Than Ever","Billie Eilish",8134945,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
106,"Dua Lipa","Jack Harlow",8047723,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4
107,"No Role Modelz","J. Cole",8012474,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
108,"That That (prod. & feat. SUGA of BTS)",PSY,7884162,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
109,"Without Me",Eminem,7829786,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
110,Bones,"Imagine Dragons",7816799,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
111,"Adore You","Harry Styles",7815600,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
112,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",7638785,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
113,"MONTERO (Call Me By Your Name)","Lil Nas X",7622255,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
114,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7428844,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
115,"she's all i wanna be","Tate McRae",7381102,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
116,"lovely (with Khalid)","Billie Eilish",7374249,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
117,Believer,"Imagine Dragons",7348035,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
118,"Where Did You Go? (feat. MNEK)","Jax Jones",7338232,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
119,Sunroof,"Nicky Youre",7292572,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
120,Beggin',Måneskin,7278248,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
121,"Do It To It",ACRAZE,7264040,https://open.spotify.com/track/20on25jryn53hWghthWWW3
122,"Don’t Blame Me","Taylor Swift",7221726,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
123,Softcore,"The Neighbourhood",7134337,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
124,Yellow,Coldplay,7126809,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
125,"Sweetest Pie","Megan Thee Stallion",7056437,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
126,"Don't Start Now","Dua Lipa",7043102,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
127,"The Real Slim Shady",Eminem,7039372,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
128,Pantysito,Alejo,7035497,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
129,"One Right Now (with The Weeknd)","Post Malone",6972649,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
130,París,Morat,6968982,https://open.spotify.com/track/3ehHqgYRzmeUi345MfHS2N
131,Pasoori,"Shae Gill",6946399,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
132,"PUFFIN ON ZOOTIEZ",Future,6923762,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
133,Payphone,"Maroon 5",6892190,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
134,"Count Me Out","Kendrick Lamar",6885995,https://open.spotify.com/track/7pj6P5WnxkZsw3XRc8eMe1
135,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,6883255,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM
136,DÁKITI,"Bad Bunny",6816152,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
137,"TUS LÁGRIMAS",Mora,6809476,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
138,"Counting Stars",OneRepublic,6767614,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
139,"Someone You Loved","Lewis Capaldi",6748657,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
140,"Beautiful Girl",Luciano,6721558,https://open.spotify.com/track/2XRn6Qu0Wd1KvOND8JbaTx
141,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6659707,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
142,"When You're Gone","Shawn Mendes",6629088,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
143,"Bohemian Rhapsody - Remastered 2011",Queen,6590240,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
144,"Die For You","The Weeknd",6550298,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
145,Falling,"Harry Styles",6546153,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
146,Iris,"The Goo Goo Dolls",6534967,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
147,Golden,"Harry Styles",6534782,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
148,Unstoppable,Sia,6528140,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
149,Butter,BTS,6527213,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
150,"Blank Space","Taylor Swift",6509942,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
151,"Todo De Ti","Rauw Alejandro",6489504,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
152,"After Dark",Mr.Kitty,6480718,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
153,"LOVE DIVE",IVE,6428928,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
154,"Cool for the Summer","Demi Lovato",6388968,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
155,Dynamite,BTS,6379888,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
156,"Shape of You","Ed Sheeran",6361601,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
157,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,6355764,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
158,"Smells Like Teen Spirit - Remastered",Nirvana,6333817,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
159,"love nwantiti (ah ah ah)",CKay,6326000,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
160,"10 Things I Hate About You","Leah Kate",6310362,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
161,FEARLESS,"LE SSERAFIM",6239679,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
162,"Tacones Rojos","Sebastian Yatra",6204784,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
163,"Locked out of Heaven","Bruno Mars",6201761,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
164,"Dark Red","Steve Lacy",6181899,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
165,"The Nights",Avicii,6168666,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
166,Riptide,"Vance Joy",6164974,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
167,"Gangsta's Paradise",Coolio,6149354,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
168,Medallo,Blessd,6102641,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
169,Toxic,BoyWithUke,6098207,https://open.spotify.com/track/3M214U0mwSm041GsQR3nrO
170,"One Dance",Drake,6062804,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
171,ZOOM,Jessi,6057156,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
172,Heather,"Conan Gray",6048934,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
173,"Si Quieren Frontear",Duki,6028826,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
174,"Balanço da Rede","Matheus Fernandes",6027682,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt
175,Savior,"Kendrick Lamar",6010573,https://open.spotify.com/track/0YeUVm23SAkUruwEx9LWnt
176,"Daddy Issues","The Neighbourhood",6004662,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
177,"You Proof","Morgan Wallen",5991530,https://open.spotify.com/track/5uU1uuyaUIBOiiUSQG7Wl3
178,Perfect,"Ed Sheeran",5985929,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
179,happier,"Olivia Rodrigo",5975693,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
180,"Mr. Brightside","The Killers",5973738,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
181,"There's Nothing Holdin' Me Back","Shawn Mendes",5910045,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
182,"You Right","Doja Cat",5899217,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
183,"TOUT VA BIEN (feat. Ninho & Naps)",Alonzo,5892932,https://open.spotify.com/track/6OZwia8loN0aPS0vTvsBjR
184,"Mon Amour - Remix",zzoilo,5865547,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
185,"Plan A","Paulo Londra",5864874,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
186,Revenge,XXXTENTACION,5847682,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
187,"jealousy, jealousy","Olivia Rodrigo",5829738,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
188,"Wake Me Up",Avicii,5826024,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
189,"Honest (feat. Don Toliver)","Justin Bieber",5815031,https://open.spotify.com/track/2KdKh9vHbKW0tZLqtpxxI0
190,Circles,"Post Malone",5786613,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
191,"Demasiadas Mujeres","C. Tangana",5783618,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
192,"No Ouvidinho","Felipe Amorim",5780400,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
193,"'Till I Collapse",Eminem,5766891,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
194,"We Cry Together","Kendrick Lamar",5758630,https://open.spotify.com/track/0RAvy97QRPzO2AfK5Dw6j3
195,"Crazy What Love Can Do","David Guetta",5721581,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
196,"Only Love Can Hurt Like This","Paloma Faith",5682774,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8
197,"favorite crime","Olivia Rodrigo",5674423,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
198,"Still D.R.E.","Dr. Dre",5670545,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
199,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5665835,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
200,Freaks,"Surf Curse",5647782,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
